experiment,sample_id,sample_path,prediction_path,mse,mae,correlation,iou,dice,true_occupied_cells,predicted_occupied_cells,volume_ratio,true_mass_proxy,predicted_mass_proxy,mass_ratio,true_body_mean_density,predicted_mean_density_in_true_body,peak_predicted_density,true_top_depth_m,true_bottom_depth_m,true_thickness_m,true_width_x_m,true_width_y_m,true_center_x_m,true_center_y_m,gravity_mse,gravity_rmse,gravity_mae,gravity_relative_l2,gravity_correlation,gravity_max_abs_residual,gravity_mean_residual,gravity_residual_std,manifest_top_depth_m,manifest_thickness_m,predicted_top_depth_m,top_depth_error_m,absolute_top_depth_error_m,predicted_bottom_depth_m,bottom_depth_error_m,absolute_bottom_depth_error_m,predicted_thickness_m,thickness_error_m,absolute_thickness_error_m,predicted_width_x_m,width_x_error_m,absolute_width_x_error_m,predicted_width_y_m,width_y_error_m,absolute_width_y_error_m,predicted_center_x_m,predicted_center_y_m,lateral_center_error_m
E05,sample_000503,samples/sample_000503.npz,sample_000503_prediction.npz,0.006551090162247419,0.017620861530303955,0.17712056119590214,0.018947368421052633,0.0371900826446281,90,4750,52.77777777777778,83.0135428905487,1735.780296497941,20.909603855680803,0.9223726987838745,0.481070433722602,0.5677598714828491,70.0,90.0,20.0,90.0,50.0,415.0,505.0,0.019508967855980303,0.13967450682204072,0.0738083724346057,13.650051608284386,0.9533508246342133,0.7078236805944292,0.0738083724346057,0.11858031883299537,70.0,20.0,20.0,-50.0,50.0,240.0,150.0,150.0,220.0,200.0,200.0,180.0,90.0,90.0,170.0,120.0,120.0,400.0,485.0,25.0
E05,sample_001208,samples/sample_001208.npz,sample_001208_prediction.npz,0.00678987754508853,0.012680638581514359,0.32476517609648053,0.07061592781482935,0.131916452913155,180,2549,14.161111111111111,107.92141556739807,1352.8954389129538,12.535931184742996,0.5995634198188782,0.6662741406096353,0.735527515411377,20.0,70.0,50.0,40.0,90.0,250.0,475.0,0.013823473226038368,0.11757326748048796,0.057670316609671,5.0557945600725995,0.8971308155191842,0.6944437019818888,0.057670316609671,0.1024578342938141,20.0,50.0,20.0,0.0,0.0,230.0,160.0,160.0,210.0,160.0,160.0,120.0,80.0,80.0,160.0,70.0,70.0,260.0,450.0,26.92582403567252
E05,sample_000155,samples/sample_000155.npz,sample_000155_prediction.npz,0.0036359664518386126,0.011318531818687916,0.3312933986475468,0.07021650087770626,0.13121924548933844,240,3418,14.241666666666667,82.30671644210815,1192.3729479591975,14.486945895817307,0.3429446518421173,0.4316521012534698,0.5053759813308716,70.0,110.0,40.0,60.0,100.0,340.0,440.0,0.00934420890676764,0.09666544836066111,0.05097134681628847,10.64636054835929,0.9884296418421173,0.5385885675943404,0.05097134681628847,0.08213483250425047,70.0,40.0,20.0,-50.0,50.0,240.0,130.0,130.0,220.0,180.0,180.0,130.0,70.0,70.0,170.0,70.0,70.0,335.0,425.0,15.811388300841896
E05,sample_000172,samples/sample_000172.npz,sample_000172_prediction.npz,0.004712663125246763,0.013240273110568523,0.23289068718888434,0.03753910323253389,0.07236180904522613,144,3836,26.63888888888889,66.12655019760132,1357.1822005268154,20.52401337240856,0.45921215415000916,0.43500359780672526,0.5563893914222717,60.0,80.0,20.0,90.0,80.0,445.0,390.0,0.01231399658229205,0.11096844858919155,0.05891390238993044,12.29200552605888,0.9700414283306827,0.5971368684516437,0.05891390238993044,0.09403801724558955,60.0,20.0,20.0,-40.0,40.0,240.0,160.0,160.0,220.0,200.0,200.0,160.0,70.0,70.0,140.0,60.0,60.0,430.0,390.0,15.0
E05,sample_000676,samples/sample_000676.npz,sample_000676_prediction.npz,0.0031828712671995163,0.010660388506948948,0.32641466793272916,0.05715952172645086,0.10813793103448276,196,3429,17.494897959183675,93.86811804771423,1126.3236477508783,11.999001057828337,0.47891896963119507,0.4393694946656422,0.4716240465641022,80.0,150.0,70.0,70.0,40.0,265.0,450.0,0.008546379062838973,0.09244662818534256,0.047599328304282026,10.928150093592645,0.9804562859226721,0.5269905705796715,0.047599328304282026,0.0792507602980574,80.0,70.0,20.0,-60.0,60.0,240.0,90.0,90.0,220.0,150.0,150.0,170.0,100.0,100.0,150.0,110.0,110.0,275.0,435.0,18.027756377319946
E05,sample_000167,samples/sample_000167.npz,sample_000167_prediction.npz,0.006223950069397688,0.017564771696925163,0.3374848736750344,0.07499026100506427,0.1395180286283747,385,5134,13.335064935064935,162.68452391028404,1878.5795925505954,11.547377386595048,0.42255720496177673,0.45895274974309,0.5366926789283752,80.0,150.0,70.0,50.0,110.0,445.0,445.0,0.02111003122126357,0.14529291524800364,0.07765246158055024,10.10879808055904,0.9879848045155365,0.7238407486258334,0.07765246158055024,0.12280116624749433,80.0,70.0,20.0,-60.0,60.0,240.0,90.0,90.0,220.0,150.0,150.0,220.0,170.0,170.0,220.0,110.0,110.0,460.0,450.0,15.811388300841896
E05,sample_000352,samples/sample_000352.npz,sample_000352_prediction.npz,0.009676373563706875,0.017220513895154,0.5309935765008615,0.20550077841203945,0.340938441670254,792,3854,4.866161616161616,481.7146625518799,2170.9289480828616,4.506669854270952,0.6082255840301514,0.6941563017440565,0.7594729065895081,40.0,120.0,80.0,90.0,110.0,345.0,285.0,0.02064667662409843,0.14368951466303456,0.0777813553506435,2.4036585309901324,0.9904778648682844,0.7501943168131402,0.0777813553506435,0.12081695818019651,40.0,80.0,20.0,-20.0,20.0,220.0,100.0,100.0,200.0,120.0,120.0,150.0,60.0,60.0,160.0,50.0,50.0,345.0,290.0,5.0
E05,sample_001467,samples/sample_001467.npz,sample_001467_prediction.npz,0.009630654938519001,0.021602489054203033,0.4081485731277573,0.09939652112176074,0.1808201485308363,560,5634,10.060714285714285,347.71613597869873,2436.927777906654,7.008382774781384,0.6209216713905334,0.5902078278362751,0.6181122064590454,70.0,150.0,80.0,50.0,140.0,355.0,200.0,0.029830410705765274,0.17271482480020434,0.09538878041582508,5.429845371011724,0.995989418618188,0.8132179742007951,0.09538878041582508,0.1439839965987428,70.0,80.0,20.0,-50.0,50.0,230.0,80.0,80.0,210.0,130.0,130.0,150.0,100.0,100.0,230.0,90.0,90.0,355.0,195.0,5.0
E05,sample_002010,samples/sample_002010.npz,sample_002010_prediction.npz,0.009500556625425816,0.02340804785490036,0.21394483201300699,0.028737598357851522,0.0558696375124709,168,5846,34.79761904761905,156.31246948242188,2318.539377790182,14.832721826142688,0.9304313659667969,0.5171043846224036,0.5857901573181152,80.0,100.0,20.0,60.0,140.0,170.0,470.0,0.031546080308712955,0.17761216261481913,0.09604965748470928,10.68812089795114,0.9687189161854332,0.8309963849589025,0.09604965748470928,0.1494006144759217,80.0,20.0,20.0,-60.0,60.0,240.0,140.0,140.0,220.0,200.0,200.0,170.0,110.0,110.0,210.0,70.0,70.0,195.0,455.0,29.154759474226502
E05,sample_002098,samples/sample_002098.npz,sample_002098_prediction.npz,0.01116820890456438,0.019548991695046425,0.49866365627153575,0.19712825504989048,0.32933523073795484,810,4109,5.07283950617284,470.3172558546066,2387.8180842966294,5.077036945960573,0.580638587474823,0.6782917557307232,0.7418308854103088,40.0,100.0,60.0,150.0,90.0,325.0,305.0,0.025421539226258925,0.15944133474811018,0.08819859233530356,2.590011797981832,0.9910957360962431,0.7960415249208326,0.08819859233530356,0.13282525187753214,40.0,60.0,0.0,-40.0,40.0,220.0,120.0,120.0,220.0,160.0,160.0,190.0,40.0,40.0,140.0,50.0,50.0,325.0,310.0,5.0
E05,sample_001451,samples/sample_001451.npz,sample_001451_prediction.npz,0.003996561747044325,0.008931595832109451,0.47323024142700415,0.18622327790973872,0.31397677212655184,392,2105,5.369897959183674,94.30146908760071,972.2489385853519,10.310008401695077,0.2405649721622467,0.5208391615626763,0.6483287215232849,20.0,90.0,70.0,80.0,70.0,390.0,335.0,0.0063970839685547325,0.07998177272700782,0.04090188307069632,4.633781265342055,0.9499896034744478,0.5017777989422749,0.04090188307069632,0.06873223355766797,20.0,70.0,20.0,0.0,0.0,230.0,140.0,140.0,210.0,140.0,140.0,130.0,50.0,50.0,100.0,30.0,30.0,375.0,330.0,15.811388300841896
E05,sample_000316,samples/sample_000316.npz,sample_000316_prediction.npz,0.0018724388210102916,0.005601156502962112,0.23547763406929006,0.05037783375314862,0.09592326139088729,80,1588,19.85,23.076975345611572,573.1031537149236,24.834413744949796,0.28846219182014465,0.3696559999138117,0.5697503089904785,20.0,60.0,40.0,50.0,40.0,475.0,350.0,0.0026865828794510153,0.05183225713251368,0.02537780129821957,8.891751901695192,0.852117526219692,0.37457674431718807,0.02537780129821957,0.045194580213993585,20.0,40.0,20.0,0.0,0.0,240.0,180.0,180.0,220.0,180.0,180.0,120.0,70.0,70.0,100.0,60.0,60.0,460.0,340.0,18.027756377319946
E05,sample_001723,samples/sample_001723.npz,sample_001723_prediction.npz,0.006148445885628462,0.012219869531691074,0.41512225916343815,0.13177159590043924,0.23285899094437257,360,2732,7.588888888888889,184.5861268043518,1381.006144196308,7.481635635922284,0.5127392411231995,0.5961453707681762,0.6749535799026489,30.0,90.0,60.0,50.0,120.0,255.0,300.0,0.010933030514338046,0.10456113290481338,0.05537250039976274,3.532258525142567,0.9647081858715338,0.6002347960333281,0.05537250039976274,0.08869564089523407,30.0,60.0,20.0,-10.0,10.0,230.0,140.0,140.0,210.0,150.0,150.0,120.0,70.0,70.0,160.0,40.0,40.0,260.0,300.0,5.0
E05,sample_001111,samples/sample_001111.npz,sample_001111_prediction.npz,0.010655100457370281,0.01874493807554245,0.37364520392480693,0.10366182014001077,0.18785069529153453,385,3714,9.646753246753248,306.5526646375656,2053.2715845923717,6.697940750310997,0.7962406873703003,0.6715869648115975,0.7252638339996338,40.0,90.0,50.0,70.0,110.0,375.0,255.0,0.02198732786565619,0.14828124583256033,0.0803651592175536,3.292945672835613,0.9714584047180681,0.7463847445465781,0.0803651592175536,0.12461448170093815,40.0,50.0,20.0,-20.0,20.0,230.0,140.0,140.0,210.0,160.0,160.0,130.0,60.0,60.0,160.0,50.0,50.0,365.0,260.0,11.180339887498949
E05,sample_000562,samples/sample_000562.npz,sample_000562_prediction.npz,0.009276255033910275,0.021674005314707756,0.19867851654676705,0.02960713607895236,0.05751152073732719,156,5269,33.77564102564103,97.30296850204468,2189.0213932553047,22.49696414153393,0.6237369775772095,0.49898332519791067,0.592332661151886,50.0,80.0,30.0,40.0,130.0,490.0,495.0,0.029739214605424127,0.17245061497548836,0.09158352363108309,12.294981618369288,0.9199195353065259,0.8210244148241648,0.09158352363108309,0.14612211606987827,50.0,30.0,20.0,-30.0,30.0,230.0,150.0,150.0,210.0,180.0,180.0,180.0,140.0,140.0,200.0,70.0,70.0,470.0,470.0,32.01562118716424
E05,sample_002168,samples/sample_002168.npz,sample_002168_prediction.npz,0.006719430908560753,0.013816296122968197,0.1751977427106419,0.030942334739803096,0.06002728512960437,88,2844,32.31818181818182,75.48128128051758,1368.9787266591852,18.136665189499524,0.8577418327331543,0.4901302314617417,0.6552354097366333,30.0,50.0,20.0,110.0,40.0,415.0,420.0,0.013301480598608778,0.11533204497713885,0.059721579561732976,6.995306508446458,0.8901793877039104,0.6689885822974159,0.059721579561732976,0.09866515865927737,30.0,20.0,20.0,-10.0,10.0,230.0,180.0,180.0,210.0,190.0,190.0,160.0,50.0,50.0,120.0,80.0,80.0,400.0,410.0,18.027756377319946
E05,sample_001196,samples/sample_001196.npz,sample_001196_prediction.npz,0.00845241267234087,0.018092986196279526,0.18439235620654723,0.02262443438914027,0.04424778761061947,90,3978,44.2,88.26255083084106,1793.3209979910366,20.318028213664622,0.9806950092315674,0.5720582448773914,0.6187272071838379,50.0,80.0,30.0,60.0,50.0,110.0,525.0,0.02188277441208606,0.14792827455252108,0.0733233684213525,10.9039891134617,0.876251657286479,0.802001993853434,0.0733233684213525,0.12847746127407975,50.0,30.0,20.0,-30.0,30.0,240.0,160.0,160.0,220.0,190.0,190.0,160.0,100.0,100.0,160.0,110.0,110.0,140.0,500.0,39.05124837953327
