epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,bottom_boundary_loss,density_loss,depth_loss,depth_profile_loss,extent_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,thickness_loss,top_boundary_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_bottom_boundary_loss,val_density_loss,val_depth_loss,val_depth_profile_loss,val_extent_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_thickness_loss,val_top_boundary_loss,val_z_center_loss,z_center_loss
11,0.0012828496983274817,0.003828290617093444,0.027312006801366806,0.6341592073440552,0.0003833970404230058,0.014297443442046642,0.003407205455005169,0.0029495651833713055,0.0003876619157381356,0.019233692437410355,0.09806282818317413,0.9662259817123413,0.006965636741369963,0.0,0.0582922138273716,0.0011413877364248037,0.0006507999496534467,0.00012878897541668266,0.001125973416492343,0.0035940315574407578,0.02995864301919937,0.5904703736305237,0.00036768699646927416,0.015542310662567616,0.003147348528727889,0.002754656597971916,0.0003426285111345351,0.020107489079236984,0.10769246518611908,0.9662259817123413,0.006710499059408903,0.0,0.055971380323171616,0.00107520108576864,0.0005754910525865853,8.470702596241608e-05,0.00039269094122573733,0.0004576413193717599
12,0.0012203879887238145,0.0037782301660627127,0.026195121929049492,0.6331113576889038,0.00037816481199115515,0.013707761652767658,0.003293824614956975,0.002878447063267231,0.00037353512016125023,0.018457671627402306,0.10456859320402145,0.9634644985198975,0.006910613272339106,0.0,0.05777493864297867,0.0010825645877048373,0.0006325635476969182,0.00010987696441588923,0.001954320352524519,0.006814026273787022,0.0347951203584671,0.6154903173446655,0.0004049365525133908,0.018374718725681305,0.004089446738362312,0.0033138722646981478,0.0005163282039575279,0.02466963790357113,0.16916616261005402,0.9634644985198975,0.010046257637441158,0.0,0.06315037608146667,0.0016891462728381157,0.0007586804567836225,0.0003853671660181135,0.0007755738333798945,0.00041537778452038765
13,0.001201065257191658,0.003708962118253112,0.025826890021562576,0.6328357458114624,0.00034891298855654895,0.013513985089957714,0.0031816402915865183,0.0028031375259160995,0.0003526113578118384,0.01811656728386879,0.101337730884552,0.9897942543029785,0.006840310525149107,0.0,0.05761397257447243,0.0010683139553293586,0.0006025547627359629,0.00010636590013746172,0.0013915959279984236,0.004317205399274826,0.02518925443291664,0.6583005785942078,0.0003414686070755124,0.013290422037243843,0.0031396732665598392,0.0028396653942763805,0.00041415635496377945,0.018115784972906113,0.11880574375391006,0.9897942543029785,0.007790029048919678,0.0,0.06122666597366333,0.001271534594707191,0.0007405994110740721,0.00016040122136473656,0.0003000075521413237,0.00037850235821679235
14,0.001185606699436903,0.0037615587934851646,0.024807026609778404,0.6307868957519531,0.0003524013445712626,0.012996307574212551,0.0031508326064795256,0.002765597542747855,0.0003478075086604804,0.017545657232403755,0.10348276793956757,0.9797103404998779,0.006882453802973032,0.0,0.057370055466890335,0.0010506976395845413,0.0005897136870771646,0.00010130666487384588,0.0013540806248784065,0.003949940204620361,0.02576291561126709,0.661405086517334,0.0003697132342495024,0.01355850137770176,0.0031696727965027094,0.00280072633177042,0.0003689714940264821,0.018347609788179398,0.10102529078722,0.9797103404998779,0.007441199850291014,0.0,0.06135564669966698,0.0012504634214565158,0.0006426046602427959,9.45963547565043e-05,0.0003689464647322893,0.00038523832336068153
15,0.0011587794870138168,0.0036660409532487392,0.02504126913845539,0.6328863501548767,0.00034789665369316936,0.01310002151876688,0.0031457869336009026,0.00276189879514277,0.00034365299507044256,0.017617998644709587,0.10405302047729492,0.9801785349845886,0.00679786829277873,0.0,0.05727784335613251,0.0010285386815667152,0.0005813211901113391,0.00010174191993428394,0.0015912496019154787,0.00474036717787385,0.030606532469391823,0.6709528565406799,0.0003357298264745623,0.01609889231622219,0.003114772727712989,0.0028389408253133297,0.0003940426977351308,0.021048909053206444,0.1050262451171875,0.9801785349845886,0.008278129622340202,0.0,0.06348579376935959,0.0014411982847377658,0.0007024683291092515,0.00014393012679647654,0.0002758319897111505,0.00038388665416277945
16,0.0011229849187657237,0.0035192372743040323,0.024392325431108475,0.6315246224403381,0.0003401082940399647,0.012757658027112484,0.0030370696913450956,0.0026671653613448143,0.00033175540738739073,0.017127221450209618,0.09971186518669128,0.9876441359519958,0.006645005661994219,0.0,0.0569293275475502,0.0010007426608353853,0.0005633083055727184,9.184960799757391e-05,0.0011096129892393947,0.0033805847633630037,0.02646598033607006,0.6575565934181213,0.0003259357763454318,0.01378779299557209,0.0029294693376868963,0.0026019164361059666,0.000335683609591797,0.018098507076501846,0.10287272185087204,0.9876441359519958,0.006854429375380278,0.0,0.059494297951459885,0.0010455608135089278,0.0005850723246112466,9.60425750236027e-05,0.0003275530179962516,0.00036990546504966915
17,0.001090512378141284,0.0034655588679015636,0.024250764399766922,0.6301989555358887,0.00034665747079998255,0.012670638971030712,0.003087852383032441,0.002709389431402087,0.0003380951820872724,0.017070114612579346,0.09885648638010025,0.9716258645057678,0.006584996357560158,0.0,0.05654986947774887,0.0009735203930176795,0.0005731778801418841,9.444935858482495e-05,0.0007997346110641956,0.0030488609336316586,0.031059468165040016,0.5897611379623413,0.00025112819275818765,0.015929603949189186,0.0027015137020498514,0.002466720063239336,0.0002617661957629025,0.01965387910604477,0.1051299050450325,0.9716258645057678,0.0061644562520086765,0.0,0.05314863473176956,0.0007609980530105531,0.0004589921154547483,7.517827179981396e-05,0.00023479315859731287,0.0003784660075325519
18,0.001063163741491735,0.0033686805982142687,0.022968042641878128,0.6299156546592712,0.0003223660751245916,0.012015603482723236,0.002925189910456538,0.0025873605627566576,0.0003142293426208198,0.01620600000023842,0.09934301674365997,0.9685950875282288,0.0064871953800320625,0.0,0.0564187616109848,0.0009509718511253595,0.0005341023206710815,8.621854794910178e-05,0.000824107090011239,0.002772469073534012,0.026161707937717438,0.6039186716079712,0.0002734472509473562,0.013492911122739315,0.0026898831129074097,0.0024738202337175608,0.0002832411846611649,0.01727546937763691,0.08585744351148605,0.9685950875282288,0.005964712239801884,0.0,0.05397813022136688,0.0008094388758763671,0.0005074110813438892,6.88650252413936e-05,0.0002160617004847154,0.000337828416377306
19,0.0010175612987950444,0.003276979085057974,0.02195671759545803,0.6288002133369446,0.0003186025423929095,0.011487136594951153,0.0029347932431846857,0.0026077188085764647,0.0003206329420208931,0.01564995013177395,0.10176239162683487,0.9752829074859619,0.00639039883390069,0.0,0.055994465947151184,0.0009073885739780962,0.0005515930824913085,9.17017605388537e-05,0.0009668889106251299,0.0029510692693293095,0.021785853430628777,0.6452347040176392,0.00032526030554436147,0.01137637160718441,0.003066383535042405,0.0026696554850786924,0.0003384061565157026,0.015707844868302345,0.09428141266107559,0.9752829074859619,0.006361764390021563,0.0,0.05757704749703407,0.0009266863926313818,0.0005691400729119778,0.00012081825116183609,0.00039672781713306904,0.0003270750748924911
20,0.001019953633658588,0.003253344213590026,0.022449785843491554,0.6299368143081665,0.0003311322070658207,0.011734873987734318,0.0029588642064481974,0.0026040177326649427,0.00031781179131940007,0.015924271196126938,0.09796557575464249,0.9453563094139099,0.006372550968080759,0.0,0.05609464272856712,0.0009127184748649597,0.0005364645621739328,8.583904127590358e-05,0.0008463198901154101,0.0032177004031836987,0.024999259039759636,0.5936565399169922,0.00029392336728051305,0.012922786176204681,0.002677741926163435,0.0025029105599969625,0.0003285735147073865,0.01674249768257141,0.1011415645480156,0.9453563094139099,0.006353084929287434,0.0,0.05320735275745392,0.0008133926894515753,0.0006022030720487237,8.959413389675319e-05,0.0001748310896800831,0.00035484498948790133
21,0.0009782093111425638,0.0031813911627978086,0.02135651558637619,0.6279515027999878,0.0003118627064395696,0.01116736140102148,0.0028462775517255068,0.0025449690874665976,0.0003103931376244873,0.015197706408798695,0.0997074767947197,0.9793263673782349,0.0062910644337534904,0.0,0.055618766695261,0.0008736666641198099,0.0005366820259951055,8.263484050985426e-05,0.0008313969010487199,0.003123645903542638,0.02475770190358162,0.6311488151550293,0.00026192099903710186,0.012794549576938152,0.0026041483506560326,0.0023339122999459505,0.00026833557058125734,0.01646733283996582,0.1107858270406723,0.9793263673782349,0.006458624731749296,0.0,0.055769409984350204,0.0008002978283911943,0.0004567015857901424,8.638412691652775e-05,0.00027023573056794703,0.00030130770755931735
22,0.0010154551127925515,0.00328789371997118,0.0211339108645916,0.628598153591156,0.00030014466028660536,0.011074691079556942,0.002826281823217869,0.0025244378484785557,0.0003034522815141827,0.015108518302440643,0.10196731239557266,0.9864379167556763,0.006400252226740122,0.0,0.05598722770810127,0.0009040909353643656,0.000522470218129456,8.774078014539555e-05,0.0007462154608219862,0.0023823746014386415,0.027082577347755432,0.6061117053031921,0.0002721317287068814,0.01391439326107502,0.002644197316840291,0.0023911872413009405,0.00026657458511181176,0.017566828057169914,0.08329670876264572,0.9864379167556763,0.0055883354507386684,0.0,0.05415179580450058,0.0007416644948534667,0.0004670140624511987,6.0578007833100855e-05,0.0002530105703044683,0.00030184676870703697
23,0.0009637930779717863,0.0031684034038335085,0.021395962685346603,0.6296701431274414,0.0002999120333697647,0.011179874651134014,0.0028258725069463253,0.0025322665460407734,0.0002979720593430102,0.0151617880910635,0.10536224395036697,0.982384443283081,0.006286692805588245,0.0,0.05559181421995163,0.0008580729481764138,0.00051338184857741,8.062223059823737e-05,0.0009272851166315377,0.0032681094016879797,0.024923600256443024,0.6456719636917114,0.00027063340530730784,0.01292544137686491,0.00268353964202106,0.0024065691977739334,0.0002789865538943559,0.01678297482430935,0.12310943752527237,0.982384443283081,0.0066794417798519135,0.0,0.05745255574584007,0.0008950065821409225,0.00048138730926439166,8.49389543873258e-05,0.0002769705024547875,0.0002936018572654575
24,0.0009644178207963705,0.003227696055546403,0.021251168102025986,0.6282549500465393,0.00030737268389202654,0.011107784695923328,0.0028231898322701454,0.0025099730119109154,0.00029988616006448865,0.015088890679180622,0.1052853986620903,0.955967366695404,0.006338653154671192,0.0,0.05553676187992096,0.0008580234134569764,0.0005115073872730136,8.077825623331591e-05,0.0008509668987244368,0.0031210086308419704,0.023592285811901093,0.6068338751792908,0.00033570657251402736,0.0122216260060668,0.00272672763094306,0.002460209187120199,0.00031475815922021866,0.016093119978904724,0.09988860785961151,0.955967366695404,0.0063268826343119144,0.0,0.05406969413161278,0.0008300106273964047,0.0005549573106691241,5.3610565373674035e-05,0.00026651867665350437,0.0003132176643703133
25,0.0009549499372951686,0.0031184738036245108,0.021038858219981194,0.6271640658378601,0.0003079033631365746,0.010996907018125057,0.002856095088645816,0.002536049811169505,0.0003009414067491889,0.015005405992269516,0.10251442342996597,0.9760254621505737,0.006224538199603558,0.0,0.05541468411684036,0.0008514582295902073,0.0005116199608892202,8.330027048941702e-05,0.0006894541438668966,0.0025342924054712057,0.02423299103975296,0.6081598401069641,0.00028197665233165026,0.012461219914257526,0.003002020064741373,0.0025484112557023764,0.0002988249761983752,0.016413912177085876,0.10914713889360428,0.9760254621505737,0.005750324577093124,0.0,0.05331963300704956,0.0006518439040519297,0.00046427419874817133,0.0001502239756518975,0.0004536084015853703,0.00032004399690777063
26,0.0009801192209124565,0.0031576785258948803,0.019795004278421402,0.627246618270874,0.00029214663663879037,0.010387561284005642,0.002774290507659316,0.0024840973783284426,0.00029023774550296366,0.014319723471999168,0.10297059267759323,0.9929209351539612,0.006263959687203169,0.0,0.055701661854982376,0.0008676295401528478,0.0004996094503439963,7.89581608842127e-05,0.001184761174954474,0.003796590492129326,0.027359865605831146,0.6743811368942261,0.00028694351203739643,0.014272313565015793,0.0024962788447737694,0.0022763912566006184,0.0002796372282318771,0.018163470551371574,0.11453673988580704,0.9929209351539612,0.007357567083090544,0.0,0.061364881694316864,0.0011152413208037615,0.0004939353675581515,5.803284147987142e-05,0.00021988725347910076,0.000290196156129241
27,0.0009758550440892577,0.003262448590248823,0.02023513801395893,0.6257935762405396,0.0002966721076518297,0.010605497285723686,0.002802256029099226,0.0024934501852840185,0.000294031691737473,0.014565548859536648,0.1004490777850151,0.9624512195587158,0.006360973231494427,0.0,0.0555555559694767,0.0008637599530629814,0.0005012673209421337,8.415565389441326e-05,0.0008451556204818189,0.0029581296257674694,0.02535451203584671,0.6035022139549255,0.0002454645582474768,0.013099833391606808,0.002581055508926511,0.0023685244377702475,0.00025980192003771663,0.016736410558223724,0.10052713751792908,0.9624512195587158,0.006147174630314112,0.0,0.054118648171424866,0.0007957207271829247,0.00045410069287754595,7.98405526438728e-05,0.00021253085287753493,0.00030880660051479936
