epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_loss,depth_loss,depth_profile_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_loss,val_depth_loss,val_depth_profile_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_z_center_loss,z_center_loss
1,0.044258009642362595,0.08411885052919388,0.060224153101444244,0.5679876804351807,0.05224113538861275,0.016137132421135902,0.008406457491219044,0.1421048939228058,0.42360737919807434,1.0,0.08652713894844055,0.0,0.19564922153949738,0.041452277451753616,0.0055773514322936535,0.014771922491490841,0.045779939740896225,0.5611538887023926,0.025678645819425583,0.007815336808562279,0.006683025509119034,0.05373984947800636,0.10267741233110428,1.0,0.017673354595899582,0.0,0.08374705910682678,0.004615185782313347,0.0011323095532134175,0.007730681449174881
2,0.004342393018305302,0.010409838519990444,0.04270244762301445,0.635805606842041,0.023522423580288887,0.00627029687166214,0.005051618441939354,0.04591839015483856,0.08038688451051712,0.9998087882995605,0.013522611930966377,0.0,0.07921338081359863,0.0035850682761520147,0.001873762346804142,0.005016180220991373,0.04684165120124817,0.5864590406417847,0.024357710033655167,0.004790788516402245,0.003998550586402416,0.040509048849344254,0.052821654826402664,0.9998087882995605,0.008103794418275356,0.0,0.06161795184016228,0.0017789800185710192,0.0007922366494312882,0.001218677731230855
3,0.0031082462519407272,0.007430541329085827,0.04078357294201851,0.6359328627586365,0.02194589376449585,0.004939959850162268,0.0039632185362279415,0.039414722472429276,0.06954459100961685,1.0,0.010558797977864742,0.0,0.07160918414592743,0.0026489102747291327,0.001961639616638422,0.004807429388165474,0.04543912783265114,0.5800879001617432,0.023700382560491562,0.004936856683343649,0.004249872174113989,0.0402119979262352,0.051481932401657104,1.0,0.007862318307161331,0.0,0.06204809620976448,0.001701046945527196,0.0006869844510219991,0.0009767393348738551
4,0.00256902351975441,0.006272454280406237,0.038299139589071274,0.6433334350585938,0.020434077829122543,0.0040436978451907635,0.003450679359957576,0.03477856144309044,0.06400801241397858,0.9889668822288513,0.009443297050893307,0.0,0.06831797957420349,0.0022133842576295137,0.002185382414609194,0.005343277007341385,0.03494438901543617,0.644921064376831,0.018564889207482338,0.003952743485569954,0.0033694454468786716,0.03240241855382919,0.05657348781824112,0.9889668822288513,0.008739602752029896,0.0,0.06696745753288269,0.001979304011911154,0.0005832977476529777,0.0005930194165557623
5,0.0024124733172357082,0.005978445056825876,0.037240948528051376,0.6417479515075684,0.019826697185635567,0.0038319891318678856,0.00326562044210732,0.03341010585427284,0.06452926248311996,0.9727371335029602,0.009142862632870674,0.0,0.06715797632932663,0.002087449887767434,0.0032420731149613857,0.008440502919256687,0.03149566054344177,0.6254541873931885,0.017368866130709648,0.003723839530721307,0.003393386024981737,0.03145546838641167,0.08946024626493454,0.9727371335029602,0.011717010289430618,0.0,0.07241594791412354,0.0029150759801268578,0.00033045237069018185,0.0005663661286234856
6,0.0022887596860527992,0.005693328101187944,0.03583436831831932,0.6398690342903137,0.019061565399169922,0.003515130141749978,0.0030675551388412714,0.03158590570092201,0.06602553278207779,0.9945027232170105,0.00884980708360672,0.0,0.06626791507005692,0.0019789806101471186,0.002435446484014392,0.0058415657840669155,0.033685728907585144,0.6712253093719482,0.018060587346553802,0.003502464387565851,0.0030999036971479654,0.030758950859308243,0.068035788834095,0.9945027232170105,0.009374928660690784,0.0,0.07000875473022461,0.0021909691859036684,0.00040256057400256395,0.0004475724999792874
7,0.0020749615505337715,0.005235105752944946,0.034582316875457764,0.6397207975387573,0.01832863874733448,0.0032653918024152517,0.002881115535274148,0.029926910996437073,0.06386079639196396,0.9961844086647034,0.008393136784434319,0.0,0.0647488385438919,0.001802086248062551,0.002249344252049923,0.005979590583592653,0.03078262321650982,0.6429209113121033,0.016515986993908882,0.0033239321783185005,0.0029355098959058523,0.02850017510354519,0.07382344454526901,0.9961844086647034,0.009361915290355682,0.0,0.06704981625080109,0.0020123962312936783,0.0003884223406203091,0.00038427903200499713
8,0.0019989004358649254,0.005096248351037502,0.03307409957051277,0.638205349445343,0.017536498606204987,0.0031520978081971407,0.0027847224846482277,0.02872747927904129,0.06514944136142731,0.9999215602874756,0.008247424848377705,0.0,0.06415323913097382,0.001734690391458571,0.0015752982581034303,0.0041047451086342335,0.04205073043704033,0.6033759713172913,0.021813012659549713,0.0030973246321082115,0.0027319425716996193,0.032583992928266525,0.05520375445485115,0.9999215602874756,0.0072870319709181786,0.0,0.06066100299358368,0.0014790025306865573,0.00036538115818984807,0.0003673752071335912
9,0.0019307035254314542,0.005014347843825817,0.03284488245844841,0.6381130218505859,0.01738780178129673,0.0030314293690025806,0.0026825747918337584,0.028158187866210938,0.06761886924505234,0.9986245632171631,0.008165484294295311,0.0,0.06362082809209824,0.0016761127626523376,0.0022772466763854027,0.005316172726452351,0.03210154175758362,0.6745572686195374,0.017189398407936096,0.003071543062105775,0.002809101017192006,0.02849196270108223,0.05870717391371727,0.9986245632171631,0.008870018646121025,0.0,0.06926577538251877,0.0020879388321191072,0.0002624414919409901,0.00034885326749645174
10,0.0019038248574361205,0.004963018465787172,0.032343875616788864,0.6383981108665466,0.01712385192513466,0.0030315436888486147,0.0026772543787956238,0.02787586860358715,0.0674586296081543,0.9998819828033447,0.008115825243294239,0.0,0.06348232179880142,0.0016573905013501644,0.0019462305353954434,0.0048335520550608635,0.029110584408044815,0.672649085521698,0.015528406016528606,0.002962002996355295,0.0027171089313924313,0.02615593932569027,0.06030517444014549,0.9998819828033447,0.008379827253520489,0.0,0.06683070212602615,0.00174152001272887,0.0002448937448207289,0.0003542897175066173
