epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_loss,gravity_correlation,gravity_normalized_mse,gravity_rmse,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_loss,val_gravity_correlation,val_gravity_normalized_mse,val_gravity_rmse,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_weighted_gravity_loss,weighted_gravity_loss
11,0.006178954616189003,0.012822548858821392,0.03564685583114624,0.6337549686431885,0.02091290056705475,0.9558890461921692,0.3880525827407837,0.137009859085083,0.021300945430994034,0.1584135890007019,0.9358773827552795,0.015913112089037895,0.0,0.08932632207870483,0.005896205082535744,0.012186185456812382,0.040553417056798935,0.5984514355659485,0.023224812000989914,0.9557145833969116,0.36528050899505615,0.13191340863704681,0.023590087890625,0.08800079673528671,0.887251615524292,0.01529940776526928,0.0,0.08754291385412216,0.0003652805171441287,0.0003880524600390345
12,0.006021180190145969,0.012376047670841217,0.03490797430276871,0.6339948177337646,0.0204645823687315,0.9566667675971985,0.3722603917121887,0.1339062601327896,0.020836826413869858,0.1363769769668579,0.9870186448097229,0.015470041893422604,0.0,0.0885659009218216,0.007423133123666048,0.01576930470764637,0.03248054161667824,0.6351789236068726,0.019951840862631798,0.9633181691169739,0.5376255512237549,0.16429157555103302,0.020489469170570374,0.17506174743175507,0.8379212021827698,0.019058536738157272,0.0,0.0960124135017395,0.0005376255139708519,0.0003722604305949062
13,0.005831402260810137,0.011779497377574444,0.03519124537706375,0.6339737176895142,0.020511316135525703,0.9593504071235657,0.3494178354740143,0.12960608303546906,0.020860716700553894,0.1133982241153717,0.9118520617485046,0.014876345172524452,0.0,0.08756841719150543,0.005467455368489027,0.011315446346998215,0.03263579308986664,0.6363809704780579,0.019051620736718178,0.9687153100967407,0.309121698141098,0.12323226779699326,0.01936074160039425,0.13514964282512665,0.8765900731086731,0.01463470421731472,0.0,0.08639223128557205,0.00030912167858332396,0.00034941796911880374
14,0.005766349378973246,0.011810505762696266,0.034091271460056305,0.6344815492630005,0.019928816705942154,0.9600386619567871,0.3476678431034088,0.12906068563461304,0.020276479423046112,0.13564550876617432,0.9650171995162964,0.014909723773598671,0.0,0.08726121485233307,0.006101537961512804,0.0114029785618186,0.036422234028577805,0.6810699105262756,0.02126188576221466,0.9710623025894165,0.37094318866729736,0.13563217222690582,0.021632831543684006,0.08715586364269257,0.9122588038444519,0.014959082938730717,0.0,0.09158142656087875,0.0003709432203322649,0.00034766795579344034
15,0.0055970498360693455,0.011396633461117744,0.03435736522078514,0.6366916298866272,0.019977210089564323,0.9616869688034058,0.33111417293548584,0.12598462402820587,0.020308328792452812,0.109782874584198,0.9698503613471985,0.014508925378322601,0.0,0.08642365783452988,0.006831526290625334,0.01476199459284544,0.032423049211502075,0.665902853012085,0.019627289846539497,0.9699451327323914,0.47226473689079285,0.1529206782579422,0.02009955607354641,0.22331075370311737,0.9343200325965881,0.0182197205722332,0.0,0.09425568580627441,0.00047226474271155894,0.00033111459924839437
16,0.005422669928520918,0.010933908633887768,0.033603157848119736,0.6373206377029419,0.019512906670570374,0.9623209238052368,0.30723950266838074,0.12155833840370178,0.019820138812065125,0.11077959090471268,0.9928924441337585,0.014051640406250954,0.0,0.08552084863185883,0.005402897018939257,0.010984265245497227,0.031482115387916565,0.6318120360374451,0.018442504107952118,0.9700445532798767,0.2875330448150635,0.118772953748703,0.018730036914348602,0.1002730280160904,0.9270995259284973,0.014281021431088448,0.0,0.08583518117666245,0.00028753309743478894,0.0003072393883485347
17,0.005130799487233162,0.010407289490103722,0.03256082534790039,0.6355572938919067,0.0188458189368248,0.9625838398933411,0.2826730012893677,0.1167743131518364,0.01912849210202694,0.10321905463933945,0.989875316619873,0.013518844731152058,0.0,0.08385497331619263,0.004902070853859186,0.010157277807593346,0.03243452310562134,0.6302205324172974,0.018668295815587044,0.9717664122581482,0.2663525342941284,0.11330162733793259,0.018934650346636772,0.09090626984834671,0.9230222702026367,0.013449974358081818,0.0,0.08313904702663422,0.00026635246467776597,0.00028267339803278446
18,0.005132488906383514,0.010329041630029678,0.03262981027364731,0.6370120644569397,0.018881138414144516,0.9617818593978882,0.28398698568344116,0.11709298938512802,0.019165128469467163,0.09189388155937195,0.9709827303886414,0.013448229059576988,0.0,0.08393780142068863,0.00442863255739212,0.00888295378535986,0.03268510848283768,0.6358899474143982,0.018556874245405197,0.9716071486473083,0.21753831207752228,0.10245656967163086,0.01877441257238388,0.04879302904009819,0.884709358215332,0.012212523259222507,0.0,0.08064968883991241,0.0002175383415305987,0.0002839867665898055
19,0.00500171585008502,0.010223430581390858,0.0322297178208828,0.6346436738967896,0.018615713343024254,0.9638314247131348,0.27263784408569336,0.11439855396747589,0.018888358026742935,0.11050577461719513,0.9936549663543701,0.013331354595720768,0.0,0.08310601115226746,0.006641678977757692,0.012736424803733826,0.031500231474637985,0.6685569286346436,0.019070954993367195,0.9671639800071716,0.3944914638996124,0.13955377042293549,0.01946544460952282,0.09690633416175842,0.8924223780632019,0.01621900126338005,0.0,0.09381238371133804,0.00039449144969694316,0.0002726377861108631
20,0.004868591204285622,0.009798675775527954,0.031538497656583786,0.6387820243835449,0.01820353791117668,0.9652881026268005,0.2553439736366272,0.11099309474229813,0.018458876758813858,0.08670434355735779,0.9838855266571045,0.012929321266710758,0.0,0.08256837725639343,0.003524759318679571,0.007928757928311825,0.03680602088570595,0.5808516144752502,0.020165391266345978,0.9757449626922607,0.15398482978343964,0.08716044574975967,0.020319374278187752,0.050290729850530624,0.8420320153236389,0.01097112987190485,0.0,0.07265716046094894,0.00015398483083117753,0.00025534420274198055
21,0.004784529563039541,0.009737859480082989,0.030897699296474457,0.6354413032531738,0.017841124907135963,0.9646316766738892,0.25374001264572144,0.11050550639629364,0.018094869330525398,0.08728066831827164,0.9823556542396545,0.012852173298597336,0.0,0.08194885402917862,0.004839196335524321,0.0104344068095088,0.03013930842280388,0.6200671792030334,0.017489254474639893,0.9713628888130188,0.24536573886871338,0.10975831747055054,0.017734618857502937,0.12060190737247467,0.9312741756439209,0.013671714812517166,0.0,0.08224055171012878,0.0002453656925354153,0.00025374002871103585
22,0.004738464020192623,0.009630861692130566,0.030691344290971756,0.6333346962928772,0.01771491765975952,0.9654238224029541,0.24513959884643555,0.10848073661327362,0.01796005107462406,0.09412544965744019,0.996143639087677,0.012735223397612572,0.0,0.0816071480512619,0.004962857812643051,0.009763587266206741,0.032022252678871155,0.626613974571228,0.018492557108402252,0.9700208306312561,0.24862714111804962,0.1074252724647522,0.01874118484556675,0.0810660794377327,0.997413694858551,0.013039222918450832,0.0,0.08375895023345947,0.00024862715508788824,0.000245139526668936
23,0.004587159026414156,0.009357763454318047,0.030458388850092888,0.635525643825531,0.017522776499390602,0.9658733606338501,0.2363436073064804,0.1068892627954483,0.017759103327989578,0.09043138474225998,0.9940440654754639,0.012474381364881992,0.0,0.08082155883312225,0.006444951985031366,0.013206939212977886,0.03103182278573513,0.6898859143257141,0.018738387152552605,0.969501256942749,0.3788471519947052,0.13872216641902924,0.019117236137390137,0.19594544172286987,0.9081141352653503,0.0168002862483263,0.0,0.09333206713199615,0.00037884715129621327,0.00023634356330148876
24,0.004527252167463303,0.009291036054491997,0.02964293770492077,0.637292206287384,0.01708509773015976,0.9654476642608643,0.22998958826065063,0.10519431531429291,0.017315097153186798,0.0916668102145195,0.9753132462501526,0.01241680420935154,0.0,0.08056856691837311,0.004957145545631647,0.01004484761506319,0.027945570647716522,0.6486356258392334,0.016451360657811165,0.971059262752533,0.26697006821632385,0.11475294828414917,0.01671832986176014,0.07989176362752914,0.9179657101631165,0.013435930013656616,0.0,0.08413075655698776,0.0002669700188562274,0.0002299895422765985
25,0.00451464531943202,0.009208367206156254,0.02987787127494812,0.6366797685623169,0.017196236178278923,0.9648892283439636,0.22851330041885376,0.10448449105024338,0.01742476411163807,0.08508732914924622,0.9979699850082397,0.01233148667961359,0.0,0.08045599609613419,0.005001172423362732,0.010636120103299618,0.028628110885620117,0.64212965965271,0.016814637929201126,0.974459707736969,0.23938684165477753,0.10906156897544861,0.01705402508378029,0.1428847312927246,0.8834755420684814,0.013989515602588654,0.0,0.08398981392383575,0.00023938683443702757,0.00022851336689200252
26,0.004438808653503656,0.008998381905257702,0.02953559160232544,0.634924054145813,0.01698720082640648,0.9661226272583008,0.2207389920949936,0.10286708921194077,0.017207924276590347,0.07766330242156982,0.9785946607589722,0.012113804928958416,0.0,0.07996481657028198,0.005325485486537218,0.010295674204826355,0.03221670538187027,0.6864798665046692,0.01877109706401825,0.977036714553833,0.27455365657806396,0.11641636490821838,0.019045647233724594,0.08542399108409882,0.9268229603767395,0.013886391185224056,0.0,0.08782217651605606,0.00027455369126982987,0.0002207390934927389
27,0.004364041145890951,0.008974043652415276,0.028799118474125862,0.6356110572814941,0.0165815819054842,0.9662283658981323,0.21624904870986938,0.10210888832807541,0.016797827556729317,0.08800289034843445,0.9861749410629272,0.012093007564544678,0.0,0.07954953610897064,0.004508155398070812,0.009606550447642803,0.025780552998185158,0.6291825175285339,0.01514436025172472,0.9710206389427185,0.21489499509334564,0.1024661511182785,0.015359253622591496,0.09061340242624283,0.9106329679489136,0.012896660715341568,0.0,0.08084622770547867,0.00021489501523319632,0.0002162489981856197
28,0.004278427455574274,0.008690858259797096,0.029106328263878822,0.6364163160324097,0.016692359000444412,0.9685143232345581,0.20546670258045197,0.09969104826450348,0.016897834837436676,0.07784823328256607,0.9840676188468933,0.011815248988568783,0.0,0.07907284796237946,0.0035628832411020994,0.007524753455072641,0.03195105493068695,0.6080060601234436,0.01775696873664856,0.9781990647315979,0.1459796130657196,0.08359424769878387,0.017902947962284088,0.04991526156663895,0.9352974891662598,0.010713466443121433,0.0,0.0744718611240387,0.0001459796476410702,0.00020546648011077195
29,0.004177337512373924,0.008520266972482204,0.028374062851071358,0.6357154846191406,0.01627570018172264,0.9685841798782349,0.20104515552520752,0.09823045134544373,0.01647675409913063,0.07257071137428284,0.9769575595855713,0.011641992256045341,0.0,0.0784679725766182,0.0040854522958397865,0.008572450838983059,0.03043336607515812,0.6396804451942444,0.01725940965116024,0.9789709448814392,0.1905253529548645,0.09691619873046875,0.017449934035539627,0.07869486510753632,0.9723019003868103,0.01192380115389824,0.0,0.07885447144508362,0.00019052537390962243,0.00020104495342820883
30,0.004076345823705196,0.008345331996679306,0.02789529412984848,0.6343620419502258,0.015985820442438126,0.9703589081764221,0.1899988055229187,0.09536892175674438,0.016175830736756325,0.08104591071605682,0.997734010219574,0.011461198329925537,0.0,0.07781785726547241,0.005206686444580555,0.010254904627799988,0.031438712030649185,0.6664372682571411,0.018322698771953583,0.9726053476333618,0.29516515135765076,0.11910220980644226,0.018617862835526466,0.11329670995473862,0.9996271729469299,0.013739404268562794,0.0,0.0866566002368927,0.0002951651986222714,0.00018999879830516875
31,0.004011753015220165,0.00819358229637146,0.027581647038459778,0.6364197134971619,0.01579671911895275,0.9702868461608887,0.1860111653804779,0.0945402979850769,0.01598273403942585,0.07567101716995239,0.9892072677612305,0.011320462450385094,0.0,0.07752180844545364,0.005319057032465935,0.010472374968230724,0.026854082942008972,0.6799725294113159,0.01608656905591488,0.9734611511230469,0.2741544246673584,0.11608273535966873,0.016360722482204437,0.1202838122844696,0.9605305790901184,0.014027595520019531,0.0,0.08749407529830933,0.00027415441581979394,0.00018601102055981755
32,0.004079744219779968,0.008447865024209023,0.027690885588526726,0.6362946033477783,0.015885308384895325,0.9697860479354858,0.19269438087940216,0.09616174548864365,0.01607801765203476,0.08894353359937668,0.9941911101341248,0.011572838760912418,0.0,0.07790326327085495,0.004192430526018143,0.008277438580989838,0.025543177500367165,0.6637765169143677,0.014867804944515228,0.9808297753334045,0.18821759521961212,0.09540391713380814,0.015056021511554718,0.05452148616313934,0.976510763168335,0.011758309789001942,0.0,0.08057970553636551,0.00018821768753696233,0.00019269439508207142
33,0.003924669232219458,0.008029376156628132,0.027662228792905807,0.635656476020813,0.015793463215231895,0.9708144068717957,0.18005682528018951,0.09260948747396469,0.015973515808582306,0.0703895092010498,0.986651599407196,0.011153265833854675,0.0,0.0769583135843277,0.0041715591214597225,0.008845212869346142,0.029365068301558495,0.615554690361023,0.016768313944339752,0.9759343862533569,0.17031878232955933,0.09074019640684128,0.01693863421678543,0.06451700627803802,0.9119057655334473,0.012067001312971115,0.0,0.07844856381416321,0.00017031880270224065,0.00018005653691943735
34,0.003918471280485392,0.008151945658028126,0.02719634212553501,0.6359013319015503,0.015557417646050453,0.9703842997550964,0.18099553883075714,0.09352121502161026,0.015738410875201225,0.07414925843477249,0.9993628859519958,0.011276448145508766,0.0,0.07692013680934906,0.0038944724947214127,0.0082267289981246,0.02578938938677311,0.6359108686447144,0.014841930940747261,0.977983832359314,0.16694913804531097,0.0906248465180397,0.015008880756795406,0.08815053105354309,0.9229276180267334,0.011559893377125263,0.0,0.07747090607881546,0.00016694913210812956,0.0001809955865610391
35,0.00389401288703084,0.007946869358420372,0.02780810557305813,0.6356103420257568,0.015851056203246117,0.9711528420448303,0.17494627833366394,0.09142167866230011,0.01602599397301674,0.06763599812984467,0.9925756454467773,0.011070947162806988,0.0,0.07675136625766754,0.004767278674989939,0.009462153539061546,0.025021323934197426,0.6607377529144287,0.014894303865730762,0.97475266456604,0.21108978986740112,0.10145716369152069,0.01510539185255766,0.08614084869623184,0.9613054394721985,0.012920597568154335,0.0,0.08371098339557648,0.00021108977671246976,0.0001749461080180481
36,0.0037988608237355947,0.007742627523839474,0.026326818391680717,0.6358072757720947,0.01506284810602665,0.9715856909751892,0.16488857567310333,0.08887782692909241,0.015227743424475193,0.06735658645629883,0.9887570738792419,0.010868694633245468,0.0,0.07621850818395615,0.0032264385372400284,0.007178799714893103,0.028241541236639023,0.595430850982666,0.0157339945435524,0.9800657629966736,0.12162957340478897,0.07684674859046936,0.015855619683861732,0.06337331235408783,0.9545714855194092,0.01030257623642683,0.0,0.07143932580947876,0.00012162955681560561,0.00016488865367136896
37,0.0037302495911717415,0.007587510161101818,0.0264535304158926,0.635508120059967,0.015091889537870884,0.9707583785057068,0.1606399565935135,0.0879589319229126,0.01525252778083086,0.06653005629777908,0.9917506575584412,0.010712857358157635,0.0,0.07577592134475708,0.003073747968301177,0.006451901979744434,0.03004569374024868,0.6132749915122986,0.016559721902012825,0.9814761877059937,0.10872964560985565,0.0721953809261322,0.016668448224663734,0.0361093133687973,0.9428487420082092,0.00967429205775261,0.0,0.07152657210826874,0.00010872965503949672,0.00016064000374171883
38,0.0037805677857249975,0.007712384685873985,0.026348931714892387,0.6351965665817261,0.015064753592014313,0.9711846113204956,0.16466346383094788,0.08875080943107605,0.015229416079819202,0.07204307615756989,0.9948151111602783,0.010835560038685799,0.0,0.07610604912042618,0.004243910312652588,0.008445391431450844,0.02682594768702984,0.6642069816589355,0.015534928068518639,0.9792024493217468,0.18093746900558472,0.09408527612686157,0.015715865418314934,0.08078277856111526,0.9433119893074036,0.011927655898034573,0.0,0.08074309676885605,0.0001809374225558713,0.00016466365195810795
39,0.0036477972753345966,0.007423851639032364,0.025612175464630127,0.6349033713340759,0.014629973098635674,0.9716165661811829,0.15556862950325012,0.08655676245689392,0.014785539358854294,0.06361734867095947,0.9988513588905334,0.010547005571424961,0.0,0.07525277137756348,0.0036479532718658447,0.007783734705299139,0.029086316004395485,0.608367383480072,0.01636713743209839,0.9738026261329651,0.1495610922574997,0.08443897217512131,0.01651669852435589,0.05793152004480362,0.9402661323547363,0.010972990654408932,0.0,0.07511605322360992,0.000149561048601754,0.00015556883590761572
40,0.003700353903695941,0.007531987968832254,0.02587670274078846,0.6345937848091125,0.014788523316383362,0.9716770052909851,0.15863800048828125,0.08698698878288269,0.014947154559195042,0.0699082463979721,0.982357919216156,0.010653056204319,0.0,0.07557651400566101,0.004104720428586006,0.007887480780482292,0.02780638262629509,0.6752269864082336,0.015955552458763123,0.9801914691925049,0.170110285282135,0.0908767580986023,0.016125664114952087,0.06875111907720566,0.9686539769172668,0.01143123023211956,0.0,0.08062584698200226,0.00017011027375701815,0.0001586380385560915
41,0.0038343113847076893,0.007947089150547981,0.02585296332836151,0.633327066898346,0.014843630604445934,0.9703846573829651,0.16794952750205994,0.08970589935779572,0.015011577866971493,0.08306647092103958,0.9968414306640625,0.011059802025556564,0.0,0.07636447250843048,0.004482596646994352,0.00830902997404337,0.029660865664482117,0.6778178215026855,0.017071731388568878,0.977912962436676,0.17220550775527954,0.09136132895946503,0.017243938520550728,0.048966675996780396,0.9409871697425842,0.011864296160638332,0.0,0.08285050094127655,0.00017220553127117455,0.00016794966359157115
42,0.003729886608198285,0.007524330634623766,0.025563495233654976,0.6343324780464172,0.014646691270172596,0.9711429476737976,0.15625227987766266,0.08649471402168274,0.014802941121160984,0.06131469085812569,0.9987980723381042,0.010644135996699333,0.0,0.07576145976781845,0.003421915229409933,0.006980035919696093,0.027676794677972794,0.6231338381767273,0.015549354255199432,0.9785116314888,0.12543128430843353,0.07740351557731628,0.015674788504838943,0.04275573790073395,0.9826377630233765,0.010251973755657673,0.0,0.07428650557994843,0.00012543129560071975,0.00015625213563907892
