experiment,sample_id,sample_path,prediction_path,mse,mae,correlation,iou,dice,true_occupied_cells,predicted_occupied_cells,volume_ratio,true_mass_proxy,predicted_mass_proxy,mass_ratio,true_body_mean_density,predicted_mean_density_in_true_body,peak_predicted_density,body_mse,background_mse,true_top_depth_m,true_bottom_depth_m,true_thickness_m,true_width_x_m,true_width_y_m,true_center_x_m,true_center_y_m,gravity_mse,gravity_rmse,gravity_mae,gravity_relative_l2,gravity_correlation,gravity_max_abs_residual,gravity_mean_residual,gravity_residual_std,manifest_top_depth_m,manifest_thickness_m,predicted_top_depth_m,top_depth_error_m,absolute_top_depth_error_m,predicted_bottom_depth_m,bottom_depth_error_m,absolute_bottom_depth_error_m,predicted_thickness_m,thickness_error_m,absolute_thickness_error_m,predicted_width_x_m,width_x_error_m,absolute_width_x_error_m,predicted_width_y_m,width_y_error_m,absolute_width_y_error_m,predicted_center_x_m,predicted_center_y_m,lateral_center_error_m
E10A,sample_000503,samples/sample_000503.npz,sample_000503_prediction.npz,0.0032109662424772978,0.007661757990717888,0.29620133937549264,0.045112781954887216,0.08633093525179857,90,1995,22.166666666666668,83.0135428905487,773.3461267650127,9.315903162748402,0.9223726987838745,0.5732123388184441,0.6632074117660522,0.12354462577621328,0.003100696745144409,70.0,90.0,20.0,90.0,50.0,415.0,505.0,0.004794301974470195,0.06924089813448547,0.03334138932465977,6.766745445852147,0.9767399898904853,0.37542349415746784,0.03334138932465977,0.06068487235194335,70.0,20.0,30.0,-40.0,40.0,160.0,70.0,70.0,130.0,110.0,110.0,200.0,110.0,110.0,160.0,110.0,110.0,420.0,490.0,15.811388300841896
E10A,sample_001208,samples/sample_001208.npz,sample_001208_prediction.npz,0.0027295490726828575,0.005090734455734491,0.4922401476706707,0.15584415584415584,0.2696629213483146,180,1155,6.416666666666667,107.92141556739807,607.5911236107349,5.6299402710418285,0.5995634198188782,0.6909738981061512,0.7938292026519775,0.012047234480620676,0.0027124565673550547,20.0,70.0,50.0,40.0,90.0,250.0,475.0,0.005058321751492099,0.0711218795553949,0.02689261098394189,3.0583279640329666,0.9370881039505184,0.4552481974495173,0.02689261098394189,0.06584154635151325,20.0,50.0,20.0,0.0,0.0,120.0,50.0,50.0,100.0,50.0,50.0,100.0,60.0,60.0,170.0,80.0,80.0,240.0,465.0,14.142135623730951
E10A,sample_000155,samples/sample_000155.npz,sample_000155_prediction.npz,0.0014952587662264705,0.004204011056572199,0.5171347264792506,0.182648401826484,0.3088803088803089,240,1314,5.475,82.30671644210815,495.4852325618267,6.019985415289101,0.3429446518421173,0.46872507631778715,0.5803606510162354,0.018775324669575676,0.001452967823082567,70.0,110.0,40.0,60.0,100.0,340.0,440.0,0.0014709581131406122,0.03835307175625718,0.01989991243255078,4.224059754326648,0.9940785704441417,0.20098738655303527,0.01989991243255078,0.03278645449446193,70.0,40.0,40.0,-30.0,30.0,160.0,50.0,50.0,120.0,80.0,80.0,120.0,60.0,60.0,150.0,50.0,50.0,350.0,445.0,11.180339887498949
E10A,sample_000172,samples/sample_000172.npz,sample_000172_prediction.npz,0.0009635433671064675,0.0032244473695755005,0.47897370735298206,0.11347517730496454,0.20382165605095542,144,1269,8.8125,66.12655019760132,377.13176918029785,5.7031822778194465,0.45921215415000916,0.44361920427117085,0.5076433420181274,0.0010272098601171792,0.0009634499941679284,60.0,80.0,20.0,90.0,80.0,445.0,390.0,0.0016926837480732173,0.04114223800515982,0.01631571248998679,4.5573370029353715,0.9979695609765356,0.29912614383437897,0.01631571248998679,0.03776878703396902,60.0,20.0,20.0,-40.0,40.0,140.0,60.0,60.0,120.0,100.0,100.0,140.0,50.0,50.0,110.0,30.0,30.0,440.0,395.0,7.0710678118654755
E10A,sample_000676,samples/sample_000676.npz,sample_000676_prediction.npz,0.0017248409567400813,0.005282855127006769,0.41218464214897965,0.10834715312327253,0.19551122194513715,196,1809,9.229591836734693,93.86811804771423,590.2623565196991,6.28820912569763,0.47891896963119507,0.422315279440004,0.5076141953468323,0.005009153406859026,0.0017182794636555652,80.0,150.0,70.0,70.0,40.0,265.0,450.0,0.002083634388453957,0.04564684423324308,0.02394306407991712,5.395930331603104,0.9945655736350544,0.2278237581755987,0.02394306407991712,0.038863402719254266,80.0,70.0,50.0,-30.0,30.0,160.0,10.0,10.0,110.0,40.0,40.0,180.0,110.0,110.0,160.0,120.0,120.0,260.0,450.0,5.0
E10A,sample_000167,samples/sample_000167.npz,sample_000167_prediction.npz,0.0023238889407366514,0.00633089616894722,0.5172141431769834,0.18527430221366697,0.31262687779131143,385,2078,5.397402597402597,162.68452391028404,783.3560361266136,4.815184734834474,0.42255720496177673,0.4679617250894571,0.5598104596138,0.0036801223012314413,0.0023185562554240706,80.0,150.0,70.0,50.0,110.0,445.0,445.0,0.0032053186766527655,0.05661553388119523,0.029349135012789292,3.939042721051847,0.9914362845660556,0.27194568676176933,0.029349135012789292,0.04841432588246821,80.0,70.0,40.0,-40.0,40.0,160.0,10.0,10.0,120.0,50.0,50.0,160.0,110.0,110.0,210.0,100.0,100.0,450.0,465.0,20.615528128088304
E10A,sample_000352,samples/sample_000352.npz,sample_000352_prediction.npz,0.003228170797228813,0.006462920922785997,0.7769418339396376,0.4419642857142857,0.6130030959752322,792,1792,2.2626262626262625,481.7146625518799,1113.5567909628153,2.311652265396607,0.6082255840301514,0.7625052387816738,0.8544428944587708,0.02834133299389928,0.0030241997593716953,40.0,120.0,80.0,90.0,110.0,345.0,285.0,0.006169716544300448,0.07854754320983215,0.03347883429763693,1.3139544160016567,0.9984551771821261,0.48991380448560706,0.03347883429763693,0.07105550083119404,40.0,80.0,20.0,-20.0,20.0,150.0,30.0,30.0,130.0,50.0,50.0,130.0,40.0,40.0,150.0,40.0,40.0,345.0,285.0,0.0
E10A,sample_001467,samples/sample_001467.npz,sample_001467_prediction.npz,0.0032373685389757156,0.006967544090002775,0.6276691461281447,0.266793711291091,0.4212109815720196,560,2099,3.7482142857142855,347.71613597869873,1003.5763784050941,2.8861944401296746,0.6209216713905334,0.6119766008641039,0.7138442397117615,0.0031378705199006304,0.003237938525027228,70.0,150.0,80.0,50.0,140.0,355.0,200.0,0.003864732517105398,0.06216697288034377,0.03201804612422923,1.9544185064289088,0.9985907873687724,0.308207954420109,0.03201804612422923,0.053287683750488986,70.0,80.0,40.0,-30.0,30.0,160.0,10.0,10.0,120.0,40.0,40.0,170.0,120.0,120.0,180.0,40.0,40.0,355.0,200.0,0.0
E10A,sample_002010,samples/sample_002010.npz,sample_002010_prediction.npz,0.00497208209708333,0.01101414393633604,0.34394703995263554,0.06454091432961967,0.12125586430891375,168,2603,15.494047619047619,156.31246948242188,1134.1277788430452,7.255516994890696,0.9304313659667969,0.6181722325938088,0.6761380434036255,0.09845254385885825,0.004812051595207788,80.0,100.0,20.0,60.0,140.0,170.0,470.0,0.007559003067960047,0.08694252738424417,0.04572676210450337,5.231917849406878,0.9844154100514436,0.3952457408441141,0.04572676210450337,0.07394637445742827,80.0,20.0,40.0,-40.0,40.0,160.0,60.0,60.0,120.0,100.0,100.0,160.0,100.0,100.0,210.0,70.0,70.0,180.0,465.0,11.180339887498949
E10A,sample_002098,samples/sample_002098.npz,sample_002098_prediction.npz,0.0020287896040827036,0.004775319714099169,0.7665204418011091,0.447098976109215,0.6179245283018868,810,1734,2.140740740740741,470.3172558546066,880.602662011981,1.8723588196053975,0.580638587474823,0.5960670191932608,0.7551769614219666,0.018224161066774297,0.0018942351724309616,40.0,100.0,60.0,150.0,90.0,325.0,305.0,0.0031850553809524115,0.056436294890366535,0.022370519480193873,0.9167677241999734,0.9952435794601657,0.34405043714728845,0.022370519480193873,0.05181327280860261,40.0,60.0,20.0,-20.0,20.0,130.0,30.0,30.0,110.0,50.0,50.0,190.0,40.0,40.0,120.0,30.0,30.0,325.0,310.0,5.0
E10A,sample_001451,samples/sample_001451.npz,sample_001451_prediction.npz,0.0005218712030909956,0.001727647497318685,0.8533856281722676,0.6080870917573873,0.7562862669245648,392,642,1.6377551020408163,94.30146908760071,263.54749006032944,2.7947336622667964,0.2405649721622467,0.46532646832721575,0.5969716310501099,0.05801169263156258,0.0002917052354018981,20.0,90.0,70.0,80.0,70.0,390.0,335.0,0.0007498694237591869,0.02738374378639975,0.009304730688322592,1.5864899539729562,0.9901798786087054,0.23584709013137073,0.009304730688322592,0.025754444482010763,20.0,70.0,20.0,0.0,0.0,120.0,30.0,30.0,100.0,30.0,30.0,100.0,20.0,20.0,90.0,20.0,20.0,390.0,345.0,10.0
E10A,sample_000316,samples/sample_000316.npz,sample_000316_prediction.npz,0.004842099733650684,0.012384866364300251,0.16128747691781548,0.023809523809523808,0.046511627906976744,80,3360,42.0,23.076975345611572,1240.5059183090925,53.75513470594373,0.28846219182014465,0.40437080822885035,0.5972806215286255,0.015398598541467756,0.0048335018396384296,20.0,60.0,40.0,50.0,40.0,475.0,350.0,0.02208536297010275,0.14861144966018852,0.06731709249700366,25.494088300097463,0.5989882842708975,0.6781407807274467,0.06731709249700366,0.13249064883172926,20.0,40.0,20.0,0.0,0.0,120.0,60.0,60.0,100.0,60.0,60.0,270.0,220.0,220.0,240.0,200.0,200.0,405.0,340.0,70.71067811865476
E10A,sample_001723,samples/sample_001723.npz,sample_001723_prediction.npz,0.0015379107790067792,0.003785458393394947,0.6370471072370759,0.2861685214626391,0.44499381953028433,360,1258,3.4944444444444445,184.5861268043518,547.5270899683237,2.9662418267688317,0.5127392411231995,0.5374983150925902,0.6441875696182251,0.00361693785768921,0.0015302692469142563,30.0,90.0,60.0,50.0,120.0,255.0,300.0,0.0028314214145304475,0.0532111023615415,0.02000496969314269,1.7975643982347898,0.9905096422723263,0.3365022025925073,0.02000496969314269,0.04930742948184269,30.0,60.0,20.0,-10.0,10.0,120.0,30.0,30.0,100.0,40.0,40.0,110.0,60.0,60.0,180.0,60.0,60.0,255.0,300.0,0.0
E10A,sample_001111,samples/sample_001111.npz,sample_001111_prediction.npz,0.004188793711364269,0.00663133105263114,0.613363715747444,0.2563249001331558,0.40805511393746685,385,1502,3.9012987012987015,306.5526646375656,949.3839814662933,3.096968615780069,0.7962406873703003,0.8071310040238616,0.853131890296936,0.0017457841101878224,0.004198399033969405,40.0,90.0,50.0,70.0,110.0,375.0,255.0,0.0064472015985911285,0.0802944680447609,0.03368588185127938,1.7831339331961116,0.9956843863662477,0.5045902813616989,0.03368588185127938,0.07288664460991996,40.0,50.0,20.0,-20.0,20.0,140.0,50.0,50.0,120.0,70.0,70.0,130.0,60.0,60.0,150.0,40.0,40.0,375.0,255.0,0.0
E10A,sample_000562,samples/sample_000562.npz,sample_000562_prediction.npz,0.003981965593993664,0.009199555031955242,0.34468021290144585,0.06401313089864588,0.12032394909371384,156,2437,15.621794871794872,97.30296850204468,989.3828517049551,10.168064417111434,0.6237369775772095,0.5849303778929588,0.6646234393119812,0.00254834933050355,0.003984244323205407,50.0,80.0,30.0,40.0,130.0,490.0,495.0,0.010561576379774673,0.10276953040553738,0.04491424571139905,7.327022217022091,0.9641996451644456,0.560236522309709,0.04491424571139905,0.09243531204010047,50.0,30.0,20.0,-30.0,30.0,160.0,80.0,80.0,140.0,110.0,110.0,170.0,130.0,130.0,190.0,60.0,60.0,465.0,475.0,32.01562118716424
E10A,sample_002168,samples/sample_002168.npz,sample_002168_prediction.npz,0.0013431062689051032,0.003500918624922633,0.36404043178265416,0.09233997901364113,0.1690682036503362,88,953,10.829545454545455,75.48128128051758,348.47214075922966,4.6166696543500985,0.8577418327331543,0.4534040415151553,0.571090579032898,0.16387971241984015,0.0011974760142213548,30.0,50.0,20.0,110.0,40.0,415.0,420.0,0.0018164794021225542,0.042620175998258784,0.015130434215795525,2.5850681361875685,0.970067522419683,0.27996741841198447,0.015130434215795525,0.039844063078004956,30.0,20.0,20.0,-10.0,10.0,100.0,50.0,50.0,80.0,60.0,60.0,160.0,50.0,50.0,110.0,70.0,70.0,410.0,425.0,7.0710678118654755
