experiment,best_epoch,final_epoch,best_validation_loss,val_density_loss_at_best_epoch,val_density_loss_improved_after_best,val_depth_profile_loss_at_best_epoch,val_depth_profile_loss_improved_after_best,val_z_center_loss_at_best_epoch,val_z_center_loss_improved_after_best,val_depth_loss_at_best_epoch,val_depth_loss_improved_after_best,val_sensitivity_loss_at_best_epoch,val_sensitivity_loss_improved_after_best
E09B,19,27,0.01674802601337433,0.012272951193153858,False,0.0031916704028844833,True,0.00021443022706080228,True,0.0034061011392623186,True,0.0010689672781154513,True
E09B-1,45,53,0.01385919563472271,0.00934820156544447,False,0.002150958403944969,True,0.00020258285803720355,True,0.0023535413201898336,True,0.0009806795278564095,True
E09B-2,45,53,0.014457536861300468,0.009839633479714394,False,0.0017766107339411974,True,0.00015251892909873277,True,0.0019291294738650322,True,0.000759643386118114,True
E09B-3,77,85,0.014567452482879162,0.009258221834897995,False,0.0014281886396929622,True,8.495666406815872e-05,False,0.0015131449326872826,True,0.000769792590290308,True
E09B-4,19,27,0.01699034497141838,0.011250125244259834,False,0.0023523608688265085,True,0.00020158931147307158,True,0.0025539500638842583,True,0.0012646358227357268,True
