epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_mae,density_mse,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_mae,val_density_mse,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation
1,0.03518817573785782,0.09098882973194122,0.0493035651743412,0.6064271926879883,0.09144274145364761,0.03525214642286301,0.04224583879113197,0.9283090829849243,0.9934248924255371,0.09355425089597702,0.0,0.16792163252830505,0.008695033378899097,0.03763897716999054,0.038494233042001724,0.6476019620895386,0.03831261023879051,0.008873797953128815,0.023594632744789124,0.9324702024459839,0.9934248924255371,0.040878038853406906,0.0,0.09659112989902496
2,0.007898930460214615,0.027353905141353607,0.039567090570926666,0.6453642249107361,0.028030728921294212,0.008048461750149727,0.023733004927635193,0.9012896418571472,0.9956602454185486,0.03042997419834137,0.0,0.09544502943754196,0.008011839352548122,0.02153642661869526,0.036376580595970154,0.7130071520805359,0.022308582440018654,0.008208563551306725,0.022194208577275276,0.8464676141738892,0.9956602454185486,0.025208307430148125,0.0,0.10084568709135056
3,0.006962745450437069,0.021444758400321007,0.03744059056043625,0.6482337117195129,0.02213349938392639,0.00710844062268734,0.022201672196388245,0.8301193714141846,0.9847924709320068,0.024564459919929504,0.0,0.09227168560028076,0.005080776754766703,0.013811602257192135,0.03709429129958153,0.6501603126525879,0.014577648602426052,0.005258998833596706,0.021087534725666046,0.7570043206214905,0.9847924709320068,0.017190780490636826,0.0,0.08465605229139328
4,0.006159495562314987,0.01738634519279003,0.03590228781104088,0.6467633843421936,0.018075644969940186,0.006298967637121677,0.02103089913725853,0.7557364702224731,0.9687415361404419,0.020518921315670013,0.0,0.08878809213638306,0.004598707426339388,0.012751414440572262,0.03521115705370903,0.6185659170150757,0.01350304577499628,0.004760417155921459,0.019904932007193565,0.6910704374313354,0.9687415361404419,0.015968451276421547,0.0,0.08043775707483292
5,0.005680226720869541,0.01536133699119091,0.03515325114130974,0.6464703679084778,0.01604531891644001,0.005815692245960236,0.020416734740138054,0.7177896499633789,0.9632436037063599,0.018502550199627876,0.0,0.0864906907081604,0.005563853308558464,0.014701560139656067,0.029375869780778885,0.6626241207122803,0.015397261828184128,0.005705368705093861,0.017469855025410652,0.6452541947364807,0.9632436037063599,0.018142199143767357,0.0,0.08734199404716492
6,0.00544670270755887,0.014005537144839764,0.03495989739894867,0.6486106514930725,0.014697267673909664,0.00558495381847024,0.02020331844687462,0.632460355758667,0.9421187043190002,0.01716415211558342,0.0,0.08553139120340347,0.005036485381424427,0.014271742664277554,0.03312467783689499,0.6119909286499023,0.015003422275185585,0.0051814173348248005,0.01908058114349842,0.6719744801521301,0.9421187043190002,0.01744578778743744,0.0,0.08226093649864197
7,0.005213113501667976,0.012926246039569378,0.033601313829422,0.646700918674469,0.01360451802611351,0.005344754550606012,0.019407227635383606,0.571371853351593,0.9427921175956726,0.016080720350146294,0.0,0.08431268483400345,0.005067241378128529,0.012270667590200901,0.028807101771235466,0.6466926336288452,0.012960467487573624,0.005199757404625416,0.016937170177698135,0.49684569239616394,0.9427921175956726,0.015639616176486015,0.0,0.08429980278015137
8,0.004860344808548689,0.011856541968882084,0.03275708854198456,0.6480530500411987,0.012529795989394188,0.004989371635019779,0.018808724358677864,0.5241902470588684,0.9187043905258179,0.015023094601929188,0.0,0.08247826993465424,0.0046358839608728886,0.011360210366547108,0.02836601808667183,0.6364873647689819,0.01202708762139082,0.004754720721393824,0.016500946134328842,0.5017732977867126,0.9187043905258179,0.01467980071902275,0.0,0.08150317519903183
9,0.0047658467665314674,0.011470817029476166,0.03177091106772423,0.6469295024871826,0.01213018037378788,0.004888583440333605,0.018268408253788948,0.4790422320365906,0.967345118522644,0.014633694663643837,0.0,0.08197087049484253,0.005514184944331646,0.013055389747023582,0.029059238731861115,0.6651046276092529,0.013748555444180965,0.005646614823490381,0.01728671044111252,0.5048593282699585,0.967345118522644,0.016517940908670425,0.0,0.08745496720075607
10,0.004708507563918829,0.010805790312588215,0.030996210873126984,0.6470152139663696,0.011456143110990524,0.004827070515602827,0.01785234734416008,0.3916434645652771,0.9260237216949463,0.013972400687634945,0.0,0.08175323903560638,0.0031894154381006956,0.0088002635166049,0.03337682783603668,0.5846993923187256,0.009497758001089096,0.0033260826021432877,0.018283123150467873,0.45795735716819763,0.9260237216949463,0.011858437210321426,0.0,0.0704655647277832
