epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_mae,density_mse,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_mae,val_density_mse,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation
1,0.05463181436061859,0.13132129609584808,0.06223797798156738,0.5681077837944031,0.13157430291175842,0.054503604769706726,0.05843491107225418,0.6031219363212585,0.9984161853790283,0.13356056809425354,0.0,0.19554263353347778,0.026170186698436737,0.07085657864809036,0.08533702790737152,0.5408915877342224,0.07140686362981796,0.026196811348199844,0.05575360730290413,0.618909478187561,0.9839415550231934,0.07319308072328568,0.0,0.14908987283706665
2,0.026566004380583763,0.06906207650899887,0.05452585592865944,0.5815355777740479,0.06959769874811172,0.02661210484802723,0.040545929223299026,0.6922350525856018,0.998916745185852,0.07168934494256973,0.0,0.1520305722951889,0.024120980873703957,0.06059001013636589,0.04802270233631134,0.6551409959793091,0.06114775314927101,0.02417256310582161,0.03607184812426567,0.7811575531959534,0.9996143579483032,0.06354545801877975,0.0,0.1489740014076233
3,0.021434709429740906,0.05048925802111626,0.049715302884578705,0.5956235527992249,0.05112878233194351,0.021526725962758064,0.035574983805418015,0.638523280620575,0.9999176859855652,0.05328400060534477,0.0,0.14283642172813416,0.0208347849547863,0.047198887914419174,0.05790545418858528,0.6314429640769958,0.04782937467098236,0.020905906334519386,0.03937012702226639,0.59735506772995,0.9986663460731506,0.050103120505809784,0.0,0.1424953192472458
4,0.02391996793448925,0.0552951917052269,0.04959786310791969,0.5959765315055847,0.05589219182729721,0.023988084867596626,0.03675892949104309,0.6208570599555969,0.9999630451202393,0.05806710571050644,0.0,0.1494014412164688,0.01882895641028881,0.038478221744298935,0.07076102495193481,0.6307172179222107,0.03921941667795181,0.0189470574259758,0.04479499161243439,0.26948282122612,0.9999996423721313,0.04142219200730324,0.0,0.1384676694869995
5,0.016091156750917435,0.036066532135009766,0.046021562069654465,0.6164129376411438,0.03674580901861191,0.016194729134440422,0.031056368723511696,0.4108484089374542,0.999894917011261,0.039041802287101746,0.0,0.12856259942054749,0.00822935625910759,0.01685614325106144,0.04981839656829834,0.6248770952224731,0.017632707953453064,0.008403158746659756,0.029023870825767517,0.14063191413879395,0.9998685717582703,0.019878562539815903,0.0,0.09924157708883286
6,0.013469059020280838,0.02967962995171547,0.04527928680181503,0.6184077858924866,0.030404560267925262,0.013598816469311714,0.02937418967485428,0.3115432858467102,1.0,0.03269786015152931,0.0,0.11993290483951569,0.02290981449186802,0.04359687492251396,0.048540763556957245,0.6926066279411316,0.04425946623086929,0.022986222058534622,0.035725291818380356,0.3547658324241638,0.9999878406524658,0.04682305082678795,0.0,0.1518491804599762
7,0.016791027039289474,0.03404458239674568,0.04629132151603699,0.6269491314888,0.03476341441273689,0.016909226775169373,0.03154117614030838,0.25970426201820374,1.0,0.037084270268678665,0.0,0.13202828168869019,0.009546817280352116,0.021069830283522606,0.04883437976241112,0.630104124546051,0.021786978468298912,0.009684659540653229,0.02919059805572033,0.2584225535392761,0.997783899307251,0.02409728243947029,0.0,0.10483403503894806
8,0.011944166384637356,0.024113386869430542,0.04193414747714996,0.6309317946434021,0.02485009655356407,0.012070505879819393,0.02693915367126465,0.3237380087375641,0.9999901652336121,0.02722436562180519,0.0,0.11516045033931732,0.009751146659255028,0.01905364729464054,0.04253048449754715,0.6960524320602417,0.019842064008116722,0.009918861091136932,0.026140810921788216,0.2967113256454468,0.9999919533729553,0.022418947890400887,0.0,0.10822995752096176
9,0.009313704445958138,0.019197683781385422,0.041002918034791946,0.6374891400337219,0.01993710547685623,0.009448733180761337,0.025158317759633064,0.20026695728302002,0.9998123645782471,0.02236749976873398,0.0,0.10454762727022171,0.00630516093224287,0.013783537782728672,0.046008333563804626,0.6253263354301453,0.014533120207488537,0.0064665405079722404,0.026156745851039886,0.15187978744506836,0.9998520016670227,0.016823459416627884,0.0,0.08971564471721649
10,0.008542216382920742,0.018193772062659264,0.040241971611976624,0.6406250596046448,0.018935132771730423,0.008681440725922585,0.024392085149884224,0.2513136863708496,0.9999848008155823,0.02138480730354786,0.0,0.10114070773124695,0.00527308601886034,0.0120895616710186,0.04608567804098129,0.594775378704071,0.012837594375014305,0.005430696066468954,0.02567938156425953,0.18306314945220947,0.9988207221031189,0.014986036345362663,0.0,0.08284366875886917
