epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_amplitude_loss,density_loss,depth_loss,depth_profile_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_amplitude_loss,val_density_loss,val_depth_loss,val_depth_profile_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_z_center_loss,z_center_loss
1,0.050009481608867645,0.10048207640647888,0.06590024381875992,0.5003545880317688,0.06010887399315834,0.05795489624142647,0.01900995709002018,0.009110759943723679,0.15360978245735168,0.6309525370597839,0.9962279200553894,0.10247237980365753,0.0,0.20133715867996216,0.048129916191101074,0.0044034128077328205,0.012424190528690815,0.06600342690944672,0.5115278363227844,0.05033284053206444,0.03520342335104942,0.010047035291790962,0.006860916502773762,0.06396117806434631,0.21770253777503967,0.9962279200553894,0.015074561350047588,0.0,0.07554370164871216,0.0036401639226824045,0.003186118556186557,0.009899196214973927
2,0.005397377070039511,0.01467692106962204,0.04397348687052727,0.6153478622436523,0.03706317022442818,0.024685431271791458,0.00789626780897379,0.0061409203335642815,0.04885668307542801,0.21613021194934845,0.9961979985237122,0.017666619271039963,0.0,0.08390124887228012,0.004430565983057022,0.0077104330994188786,0.02237408421933651,0.03716457262635231,0.6388839483261108,0.0325189083814621,0.02243751287460327,0.00794190727174282,0.005724545102566481,0.048525646328926086,0.3519362509250641,0.9961979985237122,0.02564791776239872,0.0,0.09621571004390717,0.006233367137610912,0.002217361703515053,0.001755346660502255
3,0.0031613304745405912,0.00892030168324709,0.04040108248591423,0.6389281749725342,0.03203536942601204,0.021781204268336296,0.005738790612667799,0.004501787479966879,0.03882184997200966,0.15864242613315582,0.9809056520462036,0.012056044302880764,0.0,0.07178913056850433,0.002693692222237587,0.0021729993168264627,0.006592809688299894,0.042116329073905945,0.5740593671798706,0.03177259489893913,0.022144664078950882,0.0052535030990839005,0.004157917108386755,0.03732050955295563,0.11665496975183487,0.9809056520462036,0.00960620678961277,0.0,0.06310507655143738,0.0020420856308192015,0.0010955868056043983,0.0012369981268420815
4,0.002365394029766321,0.006591651123017073,0.03800618648529053,0.6419785618782043,0.02969098463654518,0.020185811445116997,0.004409500863403082,0.0036562499590218067,0.033257219940423965,0.11515576392412186,0.9801896214485168,0.009754163213074207,0.0,0.06663443148136139,0.00204766565002501,0.0021622052881866693,0.005791766569018364,0.03157024830579758,0.6411019563674927,0.024248041212558746,0.016866222023963928,0.004096371587365866,0.003601962001994252,0.02899094671010971,0.08396006375551224,0.9801896214485168,0.009165430441498756,0.0,0.06616779416799545,0.0018837966490536928,0.0004944091779179871,0.0007532538147643209
5,0.0021820070687681437,0.006036862265318632,0.03689640760421753,0.6403251886367798,0.028651878237724304,0.019539199769496918,0.004058302380144596,0.0034287916496396065,0.03157886862754822,0.09870440512895584,0.9798166155815125,0.009193905629217625,0.0,0.06524378806352615,0.0018939076690003276,0.0028495206497609615,0.007845412008464336,0.030068445950746536,0.6370445489883423,0.024432096630334854,0.016458982601761818,0.004201804753392935,0.0035589290782809258,0.029382959008216858,0.11284596472978592,0.9798166155815125,0.011186625808477402,0.0,0.07042260468006134,0.0024194633588194847,0.000642875675112009,0.0006295106140896678
6,0.0020114367362111807,0.005584061145782471,0.034887365996837616,0.6391496658325195,0.0262858048081398,0.018449420109391212,0.0037288093008100986,0.0032104309648275375,0.029520554468035698,0.09109412878751755,0.9964579939842224,0.008737508207559586,0.0,0.06401275098323822,0.001749112387187779,0.0021585398353636265,0.00548351788893342,0.03240296617150307,0.6660279035568237,0.02514507807791233,0.01728075183928013,0.003386216703802347,0.0030325469560921192,0.027669299393892288,0.07870259881019592,0.9964579939842224,0.008991180919110775,0.0,0.06760092824697495,0.0019230032339692116,0.0003536695730872452,0.0005183766479603946
7,0.0018501444719731808,0.005205059424042702,0.033505283296108246,0.6387988924980164,0.025089506059885025,0.01767771877348423,0.003436931176111102,0.0030127684585750103,0.027878152206540108,0.0905461236834526,0.9916741251945496,0.008358646184206009,0.0,0.06285079568624496,0.0016081095673143864,0.002124257618561387,0.00601245416328311,0.029066480696201324,0.6581287384033203,0.02026108279824257,0.015595370903611183,0.0034394538961350918,0.002926221117377281,0.02610587328672409,0.10459858924150467,0.9916741251945496,0.009475362487137318,0.0,0.06682112067937851,0.0019118727650493383,0.0005132327787578106,0.00042416498763486743
8,0.001760359387844801,0.005065309815108776,0.0319862999022007,0.6378196477890015,0.02360021509230137,0.016873344779014587,0.003209083341062069,0.0028702400159090757,0.026415912434458733,0.09508801996707916,0.9823296666145325,0.008214721456170082,0.0,0.06215423345565796,0.0015198743203654885,0.0014480715617537498,0.004139205906540155,0.039066266268491745,0.6141080856323242,0.02770664542913437,0.020257165655493736,0.002972261281684041,0.0027331612072885036,0.02907889150083065,0.08144623041152954,0.9823296666145325,0.0073783001862466335,0.0,0.059767186641693115,0.0013910712441429496,0.00023909936135169119,0.00033884530421346426
9,0.001676882733590901,0.0049553378485143185,0.031802404671907425,0.6374300122261047,0.023322291672229767,0.016739649698138237,0.003156388644129038,0.002808909397572279,0.026095878332853317,0.0994814857840538,0.9948348999023438,0.008103358559310436,0.0,0.061503998935222626,0.0014652498066425323,0.002435984555631876,0.006134107243269682,0.027480969205498695,0.6771714091300964,0.020497677847743034,0.014958471059799194,0.0034654056653380394,0.002949637360870838,0.025854384526610374,0.09899790585041046,0.9948348999023438,0.009697490371763706,0.0,0.07006419450044632,0.002232394414022565,0.0005157679552212358,0.00034747846075333655
10,0.001636146567761898,0.004904333036392927,0.030587952584028244,0.63600093126297,0.02252311073243618,0.016112063080072403,0.003075677203014493,0.002741693751886487,0.025222178548574448,0.10144923627376556,0.988524854183197,0.008045491762459278,0.0,0.061143286526203156,0.0014209435321390629,0.001923535717651248,0.005680023226886988,0.027950607240200043,0.6573929190635681,0.021236034110188484,0.014937070198357105,0.0028372674714773893,0.002612809184938669,0.023706160485744476,0.1028670221567154,0.988524854183197,0.00914078950881958,0.0,0.06539730727672577,0.0016759230056777596,0.00022445865033660084,0.0003339821705594659
11,0.0015122098848223686,0.0046260845847427845,0.029225515201687813,0.6358412504196167,0.020742960274219513,0.015368866734206676,0.0029225863981992006,0.002629278227686882,0.023996561765670776,0.09813227504491806,0.9881539344787598,0.007767831906676292,0.0,0.06021703779697418,0.0013212411431595683,0.001230838824994862,0.003669734811410308,0.02963710017502308,0.620107889175415,0.02103201299905777,0.015433970838785172,0.0027867534663528204,0.002592330565676093,0.02351786196231842,0.07838846743106842,0.9881539344787598,0.006943183019757271,0.0,0.05857027322053909,0.0011170088546350598,0.00019442304619587958,0.0002933059586212039
12,0.001457422156818211,0.00450693815946579,0.028148630633950233,0.6358025074005127,0.02000562846660614,0.014803030528128147,0.0028330450877547264,0.0025470831897109747,0.02315242774784565,0.10037052631378174,0.980251133441925,0.007649093400686979,0.0,0.059814453125,0.0012667939299717546,0.002275519073009491,0.006924533750861883,0.030179239809513092,0.6315338015556335,0.023936746641993523,0.016227377578616142,0.003690707730129361,0.003244479652494192,0.027423745021224022,0.11685831844806671,0.980251133441925,0.0102413734421134,0.0,0.06616909801959991,0.0019695942755788565,0.00044622813584282994,0.00028596140327863395
13,0.0014326844830065966,0.004415648523718119,0.02759629674255848,0.6334134936332703,0.01951320841908455,0.014514473266899586,0.002809543162584305,0.0025413755793124437,0.022794296965003014,0.09878696501255035,0.9822992086410522,0.0075463661924004555,0.0,0.05953170359134674,0.001255955547094345,0.0017967696767300367,0.005654113367199898,0.02780921198427677,0.6418935656547546,0.021443910896778107,0.014802989549934864,0.0031135522294789553,0.002725602127611637,0.024185940623283386,0.12523967027664185,0.9822992086410522,0.009032713249325752,0.0,0.06339676678180695,0.0015990735264495015,0.00038794975262135267,0.0002681666810531169
14,0.0013485592789947987,0.0042994702234864235,0.026833131909370422,0.6325387358665466,0.018987281247973442,0.014090842567384243,0.0027425021398812532,0.002480217721313238,0.022131631150841713,0.10183772444725037,0.990086555480957,0.007426405791193247,0.0,0.0587812140583992,0.0011845005210489035,0.0015103536425158381,0.004259084351360798,0.028552498668432236,0.6748971939086914,0.020071454346179962,0.015031424351036549,0.002620005514472723,0.002420695498585701,0.02295645885169506,0.08582865446805954,0.990086555480957,0.007820348255336285,0.0,0.06342272460460663,0.001375019084662199,0.0001993102632695809,0.0002622848260216415
15,0.0013992385938763618,0.004373589996248484,0.02703862451016903,0.6333982944488525,0.018978243693709373,0.01421893946826458,0.002727571874856949,0.002450215397402644,0.022262828424572945,0.10031579434871674,0.9978653788566589,0.0075044529512524605,0.0,0.05927034839987755,0.0012249608989804983,0.0020715713035315275,0.006126840598881245,0.03478364646434784,0.6637691855430603,0.02490893192589283,0.018427608534693718,0.0033172869589179754,0.002758994698524475,0.028516078367829323,0.1177012100815773,0.9978653788566589,0.009619097225368023,0.0,0.0668145939707756,0.0017952481284737587,0.0005582924350164831,0.00027735665207728744
16,0.0012960456078872085,0.004078647121787071,0.026209861040115356,0.6326069831848145,0.018332239240407944,0.013752952218055725,0.0026628582272678614,0.0024115012492984533,0.021548718214035034,0.09504636377096176,0.9824774265289307,0.007207026705145836,0.0,0.058406710624694824,0.0011386361438781023,0.0014269506791606545,0.004250650759786367,0.027130374684929848,0.6447877883911133,0.018999038264155388,0.014278662391006947,0.0024198254104703665,0.0022600055672228336,0.021631013602018356,0.08915374428033829,0.9824774265289307,0.007652070373296738,0.0,0.06118149310350418,0.0013027915265411139,0.00015981969772838056,0.0002513568615540862
