epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_loss,depth_loss,depth_profile_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_loss,val_depth_loss,val_depth_profile_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_z_center_loss,z_center_loss
1,0.04828815907239914,0.09884833544492722,0.06554065644741058,0.49605122208595276,0.056914426386356354,0.0225212424993515,0.009625337086617947,0.13933983445167542,0.6432886719703674,0.7527123093605042,0.10082533955574036,0.0,0.19781799614429474,0.04864351451396942,0.0069450801238417625,0.02474815957248211,0.05695055425167084,0.5035374760627747,0.031947825103998184,0.01052496675401926,0.0070588416419923306,0.05359785258769989,0.3817996084690094,0.7527123093605042,0.02729065530002117,0.0,0.08681147545576096,0.0058625685051083565,0.003466126276180148,0.012895907275378704
2,0.0055939676240086555,0.01788529008626938,0.04931747913360596,0.5868486166000366,0.027455739676952362,0.00837897602468729,0.006187234073877335,0.04466615989804268,0.2606480121612549,0.9749255180358887,0.020717184990644455,0.0,0.08325815200805664,0.004641938954591751,0.005962407682090998,0.01863575167953968,0.03878135606646538,0.6170540452003479,0.02237187698483467,0.009225658141076565,0.00588607182726264,0.04102761298418045,0.27101215720176697,0.9749255180358887,0.021813513711094856,0.0,0.08693379908800125,0.004817245062440634,0.003339584683999419,0.002191753126680851
3,0.0032164978329092264,0.009177405387163162,0.0400376133620739,0.6343701481819153,0.021627048030495644,0.006264262367039919,0.004824234172701836,0.03376319259405136,0.17097574472427368,0.9725967049598694,0.01228917296975851,0.0,0.0718662291765213,0.0027397398371249437,0.002261300338432193,0.007063597906380892,0.043307505548000336,0.5712348818778992,0.022784406319260597,0.005835792515426874,0.004567061085253954,0.03363645449280739,0.14516764879226685,0.9725967049598694,0.010059497319161892,0.0,0.06357581168413162,0.00209835940040648,0.0012687318958342075,0.0014400342479348183
4,0.0025024341885000467,0.007130556274205446,0.03741973638534546,0.6401715874671936,0.019961101934313774,0.005005504935979843,0.004117568023502827,0.02964646928012371,0.14928382635116577,0.9947837591171265,0.0102813970297575,0.0,0.06746484339237213,0.0021771194878965616,0.002164323115721345,0.00568104162812233,0.034528084099292755,0.6429745554924011,0.018346205353736877,0.0046270121820271015,0.003978280816227198,0.02720966376364231,0.08066589385271072,0.9947837591171265,0.009065235033631325,0.0,0.06630323082208633,0.0019229463068768382,0.0006487322389148176,0.0008879370870999992
5,0.00209487765096128,0.00589022459462285,0.035206928849220276,0.638742983341217,0.018650898709893227,0.0044797263108193874,0.003789606038480997,0.027211274951696396,0.113738514482975,0.992057740688324,0.00904011633247137,0.0,0.0645517110824585,0.0018407865427434444,0.00248570810072124,0.0069351838901638985,0.02720101922750473,0.6448215246200562,0.014843366108834743,0.004155280999839306,0.00366396177560091,0.023299073800444603,0.11842031031847,0.992057740688324,0.010322526097297668,0.0,0.06835584342479706,0.0022227915469557047,0.0004913198645226657,0.0006901180022396147
6,0.001962189329788089,0.005438364110887051,0.033452510833740234,0.6372168064117432,0.017707347869873047,0.0042175850830972195,0.003580349963158369,0.025762345641851425,0.10106062144041061,0.9920440316200256,0.008582919836044312,0.0,0.06358858942985535,0.001728639705106616,0.002223140560090542,0.005508320406079292,0.02972792647778988,0.664459764957428,0.015975533053278923,0.0038981467951089144,0.0034070319961756468,0.02380879409611225,0.0727832019329071,0.9920440316200256,0.009007525630295277,0.0,0.06788980215787888,0.0019860423635691404,0.0004911149153485894,0.0006372335483320057
7,0.001815442112274468,0.00494522787630558,0.03189720958471298,0.6370449662208557,0.01685633324086666,0.0038457729388028383,0.003362724557518959,0.024226048961281776,0.08772572875022888,0.9927793145179749,0.008091380819678307,0.0,0.06256140768527985,0.0016010471154004335,0.0014968720497563481,0.0041141631081700325,0.033280838280916214,0.6399490833282471,0.017388857901096344,0.003434917889535427,0.003044147277250886,0.023931216448545456,0.07696319371461868,0.9927793145179749,0.0074906134977936745,0.0,0.06161557510495186,0.0013899847399443388,0.00039077087421901524,0.00048304774099960923
8,0.0016970171127468348,0.00467684306204319,0.030845606699585915,0.6351809501647949,0.016271278262138367,0.003601647913455963,0.0031958832405507565,0.02317212149500847,0.08658646792173386,0.994392991065979,0.007815052755177021,0.0,0.06159476563334465,0.0014983443543314934,0.002127214567735791,0.005526299588382244,0.031500328332185745,0.6568475961685181,0.016813773661851883,0.0038180267438292503,0.0034333160147070885,0.024385526776313782,0.08722839504480362,0.994392991065979,0.008984985761344433,0.0,0.06696905940771103,0.001844709855504334,0.0003847102343570441,0.00040576516767032444
9,0.0016212264308705926,0.0045433673076331615,0.030636556446552277,0.6348215937614441,0.016128892078995705,0.003591352142393589,0.00315397372469306,0.022951291874051094,0.08689454942941666,0.9728807806968689,0.007680450566112995,0.0,0.06099558249115944,0.0014353800797834992,0.0025226420257240534,0.005981136579066515,0.0259835347533226,0.6760872006416321,0.01425308920443058,0.003966980613768101,0.0033780550584197044,0.022509917616844177,0.07992146909236908,0.9728807806968689,0.009539577178657055,0.0,0.07055175304412842,0.0023063530679792166,0.0005889261956326663,0.00043737879605032504
10,0.001605603494681418,0.004454470705240965,0.029410794377326965,0.6349394917488098,0.015508203767240047,0.0034517357125878334,0.003069613827392459,0.022105926647782326,0.08235839754343033,0.9950593113899231,0.007592587266117334,0.0,0.06093422695994377,0.001420122105628252,0.002267981879413128,0.006246603559702635,0.028048032894730568,0.678277850151062,0.015158009715378284,0.0036054018419235945,0.0032543542329221964,0.022488141432404518,0.10422302037477493,0.9950593113899231,0.00981526356190443,0.0,0.06894391030073166,0.001922026975080371,0.0003510475216899067,0.0003821212740149349
11,0.001495898119173944,0.004240071401000023,0.028091931715607643,0.6335533261299133,0.014793907292187214,0.003390902653336525,0.0030015374068170786,0.021205605939030647,0.08193456381559372,0.9782220125198364,0.007372351363301277,0.0,0.06005203723907471,0.0013253547949716449,0.0012635558377951384,0.0036770866718143225,0.03093002364039421,0.6020238399505615,0.016096793115139008,0.003276556497439742,0.002947041066363454,0.02219678834080696,0.0678233876824379,0.9782220125198364,0.006854464299976826,0.0,0.05779894441366196,0.0011851597810164094,0.0003295151109341532,0.0003893690591212362
12,0.0014382986119017005,0.004094093106687069,0.02710418775677681,0.632758617401123,0.014271237887442112,0.0032529919408261776,0.002898060716688633,0.02042294293642044,0.07990744709968567,0.9836565256118774,0.007223148364573717,0.0,0.05959577113389969,0.0012722070096060634,0.0021590222604572773,0.005794163793325424,0.027218928560614586,0.6471566557884216,0.014688976109027863,0.0033174175769090652,0.0030121689196676016,0.021594062447547913,0.09351104497909546,0.9836565256118774,0.009199967607855797,0.0,0.0665106475353241,0.0019289576448500156,0.0003052474348805845,0.0003549325920175761
