epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,gravity_loss,high_sensitivity_mse,iou_loss,loss,low_sensitivity_mse,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_gravity_loss,val_high_sensitivity_mse,val_iou_loss,val_loss,val_low_sensitivity_mse,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss
1,0.21130329370498657,0.21297483146190643,0.37287765741348267,0.219865620136261,328.4870910644531,0.1755528599023819,0.9949920177459717,1.6201406717300415,0.24870716035366058,0.21797853708267212,1.0,0.2130090892314911,0.0,0.40738967061042786,0.29666247963905334,0.20776593685150146,0.20776578783988953,0.38776564598083496,0.203536257147789,311.6268310546875,0.1687806248664856,0.994935929775238,1.610171914100647,0.24885454773902893,0.20774352550506592,1.0,0.2077433317899704,0.0,0.40569204092025757,0.3036089241504669
2,0.20770347118377686,0.20770353078842163,0.3749772608280182,0.21573343873023987,312.48687744140625,0.1683148294687271,0.9949629902839661,1.6044161319732666,0.2488030046224594,0.2077433466911316,1.0,0.2077433317899704,0.0,0.40569204092025757,0.2969657778739929,0.20776593685150146,0.20776578783988953,0.38776564598083496,0.203536257147789,311.6268310546875,0.1687806248664856,0.994935929775238,1.610171914100647,0.24885454773902893,0.2077433317899704,1.0,0.2077433317899704,0.0,0.40569204092025757,0.3036089241504669
3,0.20769259333610535,0.20769239962100983,0.3749774992465973,0.21573343873023987,312.424072265625,0.1683003008365631,0.994962751865387,1.6043468713760376,0.2487933188676834,0.20773477852344513,1.0,0.20773425698280334,0.0,0.40568551421165466,0.2969605624675751,0.20773524045944214,0.2077351063489914,0.38776564598083496,0.203536257147789,311.4510803222656,0.168739914894104,0.9949353933334351,1.609980583190918,0.24883414804935455,0.2077128142118454,1.0,0.2077128142118454,0.0,0.40567004680633545,0.3035944402217865
4,0.20767271518707275,0.2076728343963623,0.3749774694442749,0.21573343873023987,312.3106689453125,0.1682739108800888,0.9949631094932556,1.604224681854248,0.24878010153770447,0.20771460235118866,1.0,0.20771460235118866,0.0,0.4056713283061981,0.29695117473602295,0.20773524045944214,0.2077351063489914,0.38776564598083496,0.203536257147789,311.4510803222656,0.168739914894104,0.9949353933334351,1.609980583190918,0.24883414804935455,0.2077128142118454,1.0,0.2077128142118454,0.0,0.40567004680633545,0.3035944402217865
5,0.20767275989055634,0.20767304301261902,0.3749772310256958,0.21573343873023987,312.31048583984375,0.16827405989170074,0.9949622750282288,1.6042243242263794,0.24878014624118805,0.20771460235118866,1.0,0.20771460235118866,0.0,0.4056713283061981,0.29695114493370056,0.20773524045944214,0.2077351063489914,0.38776564598083496,0.203536257147789,311.4510803222656,0.168739914894104,0.9949353933334351,1.609980583190918,0.24883414804935455,0.2077128142118454,1.0,0.2077128142118454,0.0,0.40567004680633545,0.3035944402217865
6,0.2076728343963623,0.2076728790998459,0.3749770224094391,0.21573343873023987,312.3105773925781,0.16827386617660522,0.9949629902839661,1.6042224168777466,0.24878011643886566,0.20771460235118866,1.0,0.20771460235118866,0.0,0.4056713283061981,0.29695090651512146,0.20773524045944214,0.2077351063489914,0.38776564598083496,0.203536257147789,311.4510803222656,0.168739914894104,0.9949353933334351,1.609980583190918,0.24883414804935455,0.2077128142118454,1.0,0.2077128142118454,0.0,0.40567004680633545,0.3035944402217865
7,0.14674966037273407,0.14675241708755493,0.39285603165626526,0.13773857057094574,179.76585388183594,0.12813805043697357,0.9958035945892334,1.4470278024673462,0.16786181926727295,0.14670978486537933,1.0,0.14670760929584503,0.0,0.35381388664245605,0.2714579701423645,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
8,0.08410344272851944,0.08410273492336273,0.4084913432598114,0.06235885247588158,44.658103942871094,0.08780109882354736,0.9964761137962341,1.284744143486023,0.08369259536266327,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2436101734638214,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
9,0.08410334587097168,0.08410274982452393,0.408491313457489,0.06235885247588158,44.6580696105957,0.08780115842819214,0.9964755773544312,1.284744143486023,0.08369255065917969,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.24361024796962738,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
10,0.08410331606864929,0.08410278707742691,0.4084915518760681,0.06235885247588158,44.658084869384766,0.08780112862586975,0.9964757561683655,1.2847439050674438,0.08369258046150208,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.24361008405685425,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
11,0.08410333096981049,0.08410279452800751,0.40849167108535767,0.06235885247588158,44.6580696105957,0.08780112117528915,0.9964759945869446,1.2847448587417603,0.08369255810976028,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2436102330684662,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
12,0.08410331606864929,0.08410273492336273,0.4084912836551666,0.06235885247588158,44.658077239990234,0.08780116587877274,0.9964762926101685,1.284744143486023,0.08369262516498566,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2436102330684662,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
13,0.08410334587097168,0.08410275727510452,0.40849119424819946,0.06235885247588158,44.658050537109375,0.08780115097761154,0.9964756369590759,1.2847445011138916,0.08369256556034088,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.24361002445220947,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
14,0.08410331606864929,0.08410277217626572,0.4084915816783905,0.06235885247588158,44.65806579589844,0.08780111372470856,0.9964759349822998,1.2847450971603394,0.08369261771440506,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.24361008405685425,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
15,0.08410333842039108,0.08410277217626572,0.40849119424819946,0.06235885247588158,44.65808868408203,0.08780115097761154,0.9964765310287476,1.2847447395324707,0.08369261026382446,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.24361000955104828,0.0842205211520195,0.08421970903873444,0.42607104778289795,0.041818320751190186,44.34539031982422,0.0883786603808403,0.9974468946456909,1.2940863370895386,0.08387583494186401,0.0839945450425148,1.0,0.0839945450425148,0.0,0.2773796319961548,0.2522942125797272
