epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,density_loss,depth_loss,depth_profile_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_density_loss,val_depth_loss,val_depth_profile_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_z_center_loss,z_center_loss
11,0.0031810845248401165,0.011492440477013588,0.028179969638586044,0.640619695186615,0.015680531039834023,0.005099589005112648,0.004439564887434244,0.020780103281140327,0.39586853981018066,0.9715149402618408,0.014623795635998249,0.0,0.07159973680973053,0.0030296160839498043,0.010379374027252197,0.02824285440146923,0.6223714351654053,0.015636229887604713,0.005043191835284233,0.004526408854871988,0.020679425448179245,0.3401010036468506,0.9715149402618408,0.013629213906824589,0.0,0.07098323851823807,0.0005167825729586184,0.000660022022202611
12,0.003060718299821019,0.010984397493302822,0.027334120124578476,0.6386831998825073,0.015197422355413437,0.004978781100362539,0.004298668820410967,0.020176216959953308,0.38287365436553955,0.968275249004364,0.014108658768236637,0.0,0.07084823399782181,0.0033445123117417097,0.012920984998345375,0.02549869753420353,0.6443715691566467,0.01442160364240408,0.004912633914500475,0.004404556006193161,0.01933424174785614,0.44115355610847473,0.968275249004364,0.01627415418624878,0.0,0.07339414954185486,0.0005080781993456185,0.0006801101844757795
13,0.0029385811649262905,0.010662524960935116,0.026230432093143463,0.638707160949707,0.014584503136575222,0.004816439002752304,0.004192207008600235,0.01940094120800495,0.389721155166626,0.9762933254241943,0.013788492418825626,0.0,0.07009053230285645,0.003252811497077346,0.01503614243119955,0.02571609802544117,0.6079253554344177,0.014484453946352005,0.004704641178250313,0.004211018793284893,0.019189100712537766,0.5500989556312561,0.9762933254241943,0.018184538930654526,0.0,0.07065197825431824,0.0004936223849654198,0.000624234089627862
14,0.0027792267501354218,0.010444914922118187,0.025617551058530807,0.6362336874008179,0.014198374934494495,0.0046607148833572865,0.004012958612293005,0.01885908469557762,0.3899777829647064,0.9914004802703857,0.013559648767113686,0.0,0.0688755065202713,0.004567497409880161,0.015898343175649643,0.027296094223856926,0.6907784342765808,0.015931792557239532,0.0059220753610134125,0.004506121855229139,0.021853871643543243,0.4802002012729645,0.9914004802703857,0.01948213391005993,0.0,0.08250979334115982,0.0014159540878608823,0.0006477527786046267
15,0.002760116243734956,0.010227665305137634,0.02546803094446659,0.6377722024917603,0.0141140790656209,0.004514510743319988,0.003924991004168987,0.01862858422100544,0.3939492106437683,0.9926913380622864,0.013351157307624817,0.0,0.06889748573303223,0.002901972271502018,0.011377432383596897,0.02725476771593094,0.6627187728881836,0.015078368596732616,0.004703546408563852,0.004056565463542938,0.019781915470957756,0.40940287709236145,0.9926913380622864,0.014836223796010017,0.0,0.07178063690662384,0.000646981003228575,0.0005895274225622416
16,0.0026407865807414055,0.010156793519854546,0.025064341723918915,0.6370450854301453,0.013852559961378574,0.004248007666319609,0.003720025299116969,0.018100574612617493,0.39504650235176086,0.9877936840057373,0.013277019374072552,0.0,0.0680161565542221,0.0032846874091774225,0.012169983237981796,0.02457812987267971,0.6611658334732056,0.01393140945583582,0.004387362394481897,0.003857032163068652,0.018318770453333855,0.405076801776886,0.9877936840057373,0.015616321936249733,0.0,0.07408688217401505,0.0005303301732055843,0.0005279780016280711
17,0.002572412136942148,0.00978939700871706,0.024837952107191086,0.6370199918746948,0.013705183751881123,0.004225574433803558,0.0036872767377644777,0.0179307758808136,0.382803738117218,0.9824456572532654,0.012911312282085419,0.0,0.06760984659194946,0.002219430636614561,0.008197606541216373,0.024761702865362167,0.6422433257102966,0.013490568846464157,0.004209536127746105,0.0036491521168500185,0.017700104042887688,0.3560323119163513,0.9824456572532654,0.011564555577933788,0.0,0.06665217876434326,0.0005603833706118166,0.000538298103492707
18,0.0024236429017037153,0.009398939087986946,0.02343670092523098,0.6350948810577393,0.012930166907608509,0.003933266270905733,0.0034609257709234953,0.01686342991888523,0.3790152072906494,0.9663705825805664,0.012513223104178905,0.0,0.06657753139734268,0.0018534031696617603,0.0071947104297578335,0.028314556926488876,0.5867456793785095,0.015083979815244675,0.0038997202645987272,0.0034419416915625334,0.01898369938135147,0.33324554562568665,0.9663705825805664,0.01027227658778429,0.0,0.06120778247714043,0.0004577786894515157,0.00047234297380782664
19,0.002290787175297737,0.008941996842622757,0.021975697949528694,0.6338450312614441,0.012133258394896984,0.003727473085746169,0.003293550107628107,0.015860723331570625,0.36619365215301514,0.9657629132270813,0.01205232460051775,0.0,0.06567077338695526,0.0021218503825366497,0.009413822554051876,0.023224329575896263,0.6212833523750305,0.01267309207469225,0.003826037049293518,0.003350319806486368,0.016499130055308342,0.4370211660861969,0.9657629132270813,0.012663010507822037,0.0,0.06458288431167603,0.00047571747563779354,0.0004339270235504955
20,0.0022549901623278856,0.009077153168618679,0.0230435561388731,0.6361547708511353,0.012649258598685265,0.0037441367749124765,0.003264226019382477,0.016393408179283142,0.38442227244377136,0.9685854911804199,0.012198295444250107,0.0,0.0654854029417038,0.0017883260734379292,0.008740331046283245,0.029794413596391678,0.564022958278656,0.01579137146472931,0.0035957852378487587,0.0031870955135673285,0.019387155771255493,0.40654173493385315,0.9685854911804199,0.011689025908708572,0.0,0.059087108820676804,0.0004086900735273957,0.0004799103189725429
21,0.002211520215496421,0.008929846808314323,0.02185012772679329,0.6325865387916565,0.012030821293592453,0.00339446309953928,0.0030154625419527292,0.015425292775034904,0.36516234278678894,0.9813956618309021,0.012033959850668907,0.0,0.06503430008888245,0.002487599616870284,0.010125895962119102,0.021102342754602432,0.6515954732894897,0.011794972233474255,0.0033640104811638594,0.0029800094198435545,0.015158984810113907,0.3534789979457855,0.9813956618309021,0.01353226974606514,0.0,0.06854226440191269,0.0003840001591015607,0.00037900236202403903
22,0.002198765054345131,0.008660043589770794,0.02086259238421917,0.6336166262626648,0.011530670337378979,0.00324069382622838,0.0028425240889191628,0.014771368354558945,0.32355374097824097,0.9835256338119507,0.011770651675760746,0.0,0.06506701558828354,0.0018352142069488764,0.0070716929621994495,0.022463763132691383,0.6207653284072876,0.012149485759437084,0.003221576800569892,0.002778630005195737,0.01537106279283762,0.2990218997001648,0.9835256338119507,0.010330566205084324,0.0,0.06323262304067612,0.00044294647523202,0.0003981705813203007
23,0.0022154084872454405,0.008870771154761314,0.02108115330338478,0.6340381503105164,0.011648276820778847,0.0031720425467938185,0.0027678865008056164,0.014820328913629055,0.3356584310531616,0.976257860660553,0.011982412077486515,0.0,0.06516971439123154,0.0032765064388513565,0.011776143684983253,0.026428641751408577,0.6926237940788269,0.014852575026452541,0.0038900980725884438,0.0030814409255981445,0.018742674961686134,0.36258432269096375,0.976257860660553,0.01539162453263998,0.0,0.0754762813448906,0.0008086558664217591,0.0004041563079226762
24,0.0021347575820982456,0.008683440275490284,0.02097301185131073,0.6327080726623535,0.011553884483873844,0.0030405698344111443,0.002682616701349616,0.014594430103898048,0.32453998923301697,0.9607136845588684,0.011789401061832905,0.0,0.06456266343593597,0.001585354213602841,0.006867976859211922,0.026499567553400993,0.5754391551017761,0.014042463153600693,0.003387684002518654,0.002897517755627632,0.017430147156119347,0.3121697008609772,0.9607136845588684,0.009887238964438438,0.0,0.05859111621975899,0.0004901658394373953,0.0003579526674002409
25,0.002156209433451295,0.008735716342926025,0.02011631801724434,0.6308576464653015,0.011136258020997047,0.0030238800682127476,0.0026572246570140123,0.01416014600545168,0.31511959433555603,0.9790135025978088,0.011832212097942829,0.0,0.06464611738920212,0.0026132503990083933,0.009799049235880375,0.020750651136040688,0.657991886138916,0.011681951582431793,0.0030269885901361704,0.0027339712250977755,0.014708937145769596,0.36118510365486145,0.9790135025978088,0.013241124339401722,0.0,0.06996071338653564,0.00029301794711500406,0.0003666539560072124
26,0.002135726623237133,0.008828514255583286,0.02010560780763626,0.6324872374534607,0.011120663955807686,0.0029465423431247473,0.0025896544102579355,0.014067213982343674,0.32289302349090576,0.9924860596656799,0.011932654306292534,0.0,0.06458684056997299,0.0021587698720395565,0.008655624464154243,0.02266688644886017,0.6663437485694885,0.012412827461957932,0.0027933951932936907,0.002486971439793706,0.015206225216388702,0.31000375747680664,0.9924860596656799,0.012148121371865273,0.0,0.06753793358802795,0.0003064239281229675,0.0003568873798940331
27,0.002122017554938793,0.008769637905061245,0.019929636269807816,0.6314824819564819,0.011025828309357166,0.0029620921704918146,0.002589763142168522,0.013987930491566658,0.3095647692680359,0.9619090557098389,0.011869058944284916,0.0,0.06441743671894073,0.0017548023024573922,0.008018115535378456,0.021511679515242577,0.6119835376739502,0.01163323875516653,0.0028834971599280834,0.0025553181767463684,0.01451673824340105,0.3211832642555237,0.9619090557098389,0.011225328780710697,0.0,0.0616060271859169,0.00032817848841659725,0.00037232934846542776
28,0.002045619999989867,0.008411770686507225,0.020078685134649277,0.6314857006072998,0.01106216199696064,0.002931156661361456,0.002600564155727625,0.013993319123983383,0.30654674768447876,0.9777644276618958,0.011513005942106247,0.0,0.06391846388578415,0.0018449940253049135,0.008130377158522606,0.01989404857158661,0.6142589449882507,0.010869521647691727,0.00284143746830523,0.002623195992782712,0.013710957020521164,0.3284666836261749,0.9777644276618958,0.011349079199135303,0.0,0.06242514029145241,0.00021824153373017907,0.0003305943973828107
29,0.0020594769157469273,0.008453580550849438,0.018985163420438766,0.6308628916740417,0.010522313416004181,0.0028443823102861643,0.0025143756065517664,0.013366700150072575,0.29620251059532166,0.969925582408905,0.011551497504115105,0.0,0.0640254020690918,0.002161430660635233,0.009542077779769897,0.024738717824220657,0.5979551076889038,0.013450072146952152,0.0028031656984239817,0.0025063729844987392,0.016253238543868065,0.33624327182769775,0.969925582408905,0.012666705064475536,0.0,0.06382019817829132,0.0002967928012367338,0.0003300091193523258
30,0.002076901262626052,0.008689960464835167,0.018779773265123367,0.6294934749603271,0.010428330861032009,0.0027749899309128523,0.0024769690353423357,0.013203333131968975,0.30441731214523315,0.9809449911117554,0.01177987176924944,0.0,0.06402061134576797,0.002769903279840946,0.010075163096189499,0.02119354158639908,0.6801503300666809,0.01198172103613615,0.0028154649771749973,0.002532004378736019,0.014797190204262733,0.3334836959838867,0.9809449911117554,0.01363343745470047,0.0,0.07226943224668503,0.0002834610641002655,0.00029802494100295007
31,0.002058733254671097,0.008627978153526783,0.018865173682570457,0.6313453316688538,0.01046195812523365,0.002815728774294257,0.002498325891792774,0.013277682475745678,0.3054482936859131,0.992010772228241,0.011727447621524334,0.0,0.064018614590168,0.0030094750691205263,0.011184290051460266,0.02030174434185028,0.6968483924865723,0.011655610054731369,0.0029780403710901737,0.0026128399185836315,0.014633648097515106,0.31615081429481506,0.992010772228241,0.014825346879661083,0.0,0.07427152991294861,0.00036519960849545896,0.00031740395934320986
32,0.002105774125084281,0.00881264079362154,0.018683506175875664,0.6320898532867432,0.010394640266895294,0.0027583283372223377,0.0024555479176342487,0.01315296534448862,0.30997881293296814,0.9842011332511902,0.011914880946278572,0.0,0.06439946591854095,0.002180746989324689,0.008180202916264534,0.0182901993393898,0.6398941278457642,0.010235472582280636,0.003037995658814907,0.002633573953062296,0.013273469172418118,0.3112483620643616,0.9842011332511902,0.011534769088029861,0.0,0.06641517579555511,0.00040442217141389847,0.0003027785278391093
33,0.0020000243093818426,0.00822528824210167,0.01867055706679821,0.630009651184082,0.010335293598473072,0.002813576487824321,0.0024932052474468946,0.013148869387805462,0.30271846055984497,0.9575830101966858,0.011320087127387524,0.0,0.06358196586370468,0.001899235649034381,0.008511317893862724,0.017653552815318108,0.6174253225326538,0.009776394814252853,0.002544536255300045,0.0023390266578644514,0.012320930138230324,0.31374746561050415,0.9575830101966858,0.011744811199605465,0.0,0.06306640058755875,0.00020550996123347431,0.0003203689120709896
34,0.0020189445931464434,0.008507788181304932,0.017482955008745193,0.6291170120239258,0.009750946424901485,0.0027742492966353893,0.0024739569053053856,0.012525198981165886,0.3149482309818268,0.9354748725891113,0.011596746742725372,0.0,0.06363626569509506,0.0017788315890356898,0.008827065117657185,0.021152716130018234,0.5998004674911499,0.011465773917734623,0.0026013695169240236,0.002365357242524624,0.01406713854521513,0.3464650511741638,0.9354748725891113,0.011965288780629635,0.0,0.060850322246551514,0.00023601231805514544,0.00030029122717678547
35,0.002075562719255686,0.008688004687428474,0.016940278932452202,0.6272614598274231,0.009507928974926472,0.002798257628455758,0.002500341273844242,0.012306173332035542,0.32637539505958557,0.9814786911010742,0.011766820214688778,0.0,0.06396400928497314,0.0022516935132443905,0.008659048937261105,0.017415739595890045,0.6762406229972839,0.00983371865004301,0.0029038614593446255,0.0025617030914872885,0.0127375777810812,0.30311015248298645,0.9814786911010742,0.012204082682728767,0.0,0.0685458779335022,0.00034215807681903243,0.0002979156270157546
36,0.0021006229799240828,0.008953709155321121,0.017781132832169533,0.62890625,0.00994088314473629,0.002716889837756753,0.0024150426033884287,0.012657773680984974,0.31907132267951965,0.9677489995956421,0.012039403431117535,0.0,0.06419753283262253,0.0023274943232536316,0.009870573878288269,0.017710037529468536,0.6311282515525818,0.010018765926361084,0.0029194667004048824,0.0026010447181761265,0.012938231229782104,0.36712899804115295,0.9677489995956421,0.013169613666832447,0.0,0.06665924191474915,0.00031842157477512956,0.0003018454008270055
37,0.0020001037046313286,0.008377750404179096,0.017321806401014328,0.6291947960853577,0.009660955518484116,0.0026896409690380096,0.0024028983898460865,0.012350603938102722,0.30681246519088745,0.9512808918952942,0.011467752046883106,0.0,0.06353969871997833,0.0015140697360038757,0.007029174827039242,0.02130495011806488,0.5885770320892334,0.011409507133066654,0.0026401588693261147,0.002413339912891388,0.014049666933715343,0.2939859926700592,0.9512808918952942,0.010117346420884132,0.0,0.058540619909763336,0.00022681902919430286,0.0002867427538149059
38,0.0020125489681959152,0.008344907313585281,0.016793809831142426,0.6272839903831482,0.009403183124959469,0.0026529438327997923,0.002391835441812873,0.012056120671331882,0.3000209629535675,0.968735933303833,0.011425551027059555,0.0,0.06357104331254959,0.002508520381525159,0.01062868908047676,0.018301373347640038,0.6511452794075012,0.010404947213828564,0.00258815404959023,0.002378681441769004,0.01299310103058815,0.32166799902915955,0.968735933303833,0.014030000194907188,0.0,0.06869341433048248,0.0002094726514769718,0.0002611074014566839
39,0.00202191318385303,0.00861350167542696,0.017207177355885506,0.6276009678840637,0.009614546783268452,0.0026792765129357576,0.0023842896334826946,0.012293827719986439,0.3071731925010681,0.9767890572547913,0.01169438287615776,0.0,0.06361760199069977,0.0018354207277297974,0.00776632409542799,0.016665976494550705,0.6405664682388306,0.009250696748495102,0.0026599490083754063,0.0023619960993528366,0.011910649947822094,0.2798744738101959,0.9767890572547913,0.01112665981054306,0.0,0.06406933814287186,0.000297952996334061,0.00029498894582502544
40,0.0019887497182935476,0.008624994195997715,0.01647174172103405,0.627463161945343,0.00923024583607912,0.002635732525959611,0.0023529769387096167,0.011865975335240364,0.31022217869758606,0.9707146883010864,0.011705134063959122,0.0,0.06335024535655975,0.002113858237862587,0.008809208869934082,0.016717594116926193,0.6644386053085327,0.009415727108716965,0.0025916649028658867,0.002344903303310275,0.012007393874228,0.3111986219882965,0.9707146883010864,0.012290772050619125,0.0,0.06698670983314514,0.0002467619488015771,0.00028275599470362067
41,0.001998544204980135,0.008584543131291866,0.015670262277126312,0.6256765723228455,0.008834402076900005,0.002690019551664591,0.0024113066028803587,0.01152443140745163,0.3054625988006592,0.9691923260688782,0.011656002141535282,0.0,0.06337188929319382,0.0016615742351859808,0.007489502429962158,0.015790460631251335,0.6241778135299683,0.008726016618311405,0.0028525982052087784,0.0024125566706061363,0.011578614823520184,0.2993699014186859,0.9691923260688782,0.010764277540147305,0.0,0.06182491406798363,0.0004400413017719984,0.0002787155972328037
42,0.001985238865017891,0.00858080480247736,0.015523454174399376,0.6260581612586975,0.008754346519708633,0.002664767438545823,0.002391411690041423,0.011419126763939857,0.31059765815734863,0.9613667130470276,0.011654182337224483,0.0,0.06333324313163757,0.0014573209919035435,0.00715899420902133,0.01883172057569027,0.5810951590538025,0.010144520550966263,0.002656012075021863,0.0023664620239287615,0.012800532393157482,0.29874736070632935,0.9613667130470276,0.010206746868789196,0.0,0.05787418782711029,0.00028954967274330556,0.0002733560686465353
43,0.001989055657759309,0.008625649847090244,0.015253913588821888,0.6258335709571838,0.008621475659310818,0.0025930306874215603,0.002338915830478072,0.01121450588107109,0.30414873361587524,0.9824754595756531,0.011697676032781601,0.0,0.06331801414489746,0.0016302395379170775,0.007195221725851297,0.016975777223706245,0.6146939396858215,0.009303007274866104,0.002582939574494958,0.0023722376208752394,0.011885948479175568,0.31303995847702026,0.9824754595756531,0.010421200655400753,0.0,0.06134570762515068,0.00021070209913887084,0.00025411281967535615
44,0.0020387060940265656,0.008767565712332726,0.015131943859159946,0.624451756477356,0.008585325442254543,0.002703590551391244,0.002421763027086854,0.011288912035524845,0.3064984977245331,0.9859011173248291,0.011832011863589287,0.0,0.06363333761692047,0.0025575486943125725,0.010362602770328522,0.019072482362389565,0.6759012937545776,0.010815015994012356,0.0029466524720191956,0.002588103525340557,0.013761666603386402,0.3516417443752289,0.9859011173248291,0.013896784745156765,0.0,0.07056029140949249,0.0003585488011594862,0.0002818276116158813
45,0.0019581555388867855,0.008643384091556072,0.014252280816435814,0.6247252225875854,0.008105214685201645,0.0026267545763403177,0.002362745115533471,0.01073197741061449,0.31017759442329407,0.9823778867721558,0.011709803715348244,0.0,0.06304707378149033,0.0027744590770453215,0.011343918740749359,0.01579846255481243,0.6596131324768066,0.009286459535360336,0.0032108468003571033,0.0026917702052742243,0.01249730959534645,0.36054372787475586,0.9823778867721558,0.014786400832235813,0.0,0.07102517038583755,0.0005190754309296608,0.00026400890783406794
46,0.002045167377218604,0.009008007124066353,0.01497462298721075,0.6256601214408875,0.008509897626936436,0.002612339798361063,0.0023341241758316755,0.01112222671508789,0.3165733516216278,0.9764056205749512,0.012077271938323975,0.0,0.06368989497423172,0.002075824188068509,0.00884922780096531,0.01619710959494114,0.6383108496665955,0.009136466309428215,0.0026979136746376753,0.0023669246584177017,0.011834382079541683,0.3452434241771698,0.9764056205749512,0.01219183485955,0.0,0.0656958818435669,0.00033098977291956544,0.0002782123920042068
47,0.0019386899657547474,0.008530250750482082,0.014939372427761555,0.6254462599754333,0.00843903049826622,0.0026194846723228693,0.002351648174226284,0.011058519594371319,0.3100682497024536,0.9791876673698425,0.011600828729569912,0.0,0.06294402480125427,0.0023010161239653826,0.009761116467416286,0.015734925866127014,0.6592896580696106,0.009017969481647015,0.0029675106052309275,0.0025210233870893717,0.011985479854047298,0.3197101950645447,0.9791876673698425,0.013210287317633629,0.0,0.06813792139291763,0.000446486723376438,0.00026783341309055686
48,0.001918612397275865,0.008557025343179703,0.013946725986897945,0.6244755983352661,0.007932671345770359,0.0025689282920211554,0.0023060322273522615,0.010501598007977009,0.31371045112609863,0.9818940162658691,0.011622634716331959,0.0,0.06272900849580765,0.0019314298406243324,0.007661168463528156,0.01562427170574665,0.6271428465843201,0.008777850307524204,0.0025478636380285025,0.002309228526428342,0.011325713247060776,0.2964341342449188,0.9818940162658691,0.010950779542326927,0.0,0.06419782340526581,0.00023863452952355146,0.000262895948253572
49,0.0019253847422078252,0.008668165653944016,0.014864888973534107,0.6254107356071472,0.008395134471356869,0.002642011735588312,0.002351203700527549,0.011037134565412998,0.3135959208011627,0.9810545444488525,0.011737890541553497,0.0,0.06281743943691254,0.002885815454646945,0.012054087594151497,0.015814293175935745,0.6701846718788147,0.00935005210340023,0.0028919591568410397,0.002438962459564209,0.012242010794579983,0.3132845163345337,0.9810545444488525,0.015548935160040855,0.0,0.07211115211248398,0.00045299582416191697,0.00029080582316964865
50,0.0018734169425442815,0.008370688185095787,0.013827063143253326,0.6232880353927612,0.007850242778658867,0.0026164029259234667,0.0023331916891038418,0.010466639883816242,0.30944064259529114,0.9868428111076355,0.011431312188506126,0.0,0.06236843392252922,0.0021826906595379114,0.007753320969641209,0.016952598467469215,0.683289110660553,0.009567642584443092,0.002909374888986349,0.0025744216982275248,0.012477017939090729,0.2883223593235016,0.9868428111076355,0.011340593919157982,0.0,0.06892776489257812,0.00033495278330519795,0.00028321240097284317
51,0.0019109260756522417,0.008499745279550552,0.013297793455421925,0.622874915599823,0.007604352664202452,0.002518703695386648,0.002270015189424157,0.010123061016201973,0.30954912304878235,0.988288164138794,0.011557676829397678,0.0,0.06265071034431458,0.0023306142538785934,0.009120139293372631,0.013820155523717403,0.6701524257659912,0.008075385354459286,0.0026577021926641464,0.0024117985740303993,0.010733086615800858,0.3264041244983673,0.988288164138794,0.012630393728613853,0.0,0.06896901875734329,0.00024590344401076436,0.00024868821492418647
52,0.001795459189452231,0.00804013293236494,0.013863290660083294,0.6239997148513794,0.00782937090843916,0.0025621242821216583,0.002299358369782567,0.010391497053205967,0.30202487111091614,0.9922285676002502,0.011105949059128761,0.0,0.061840273439884186,0.001936554443091154,0.007099525071680546,0.014509355649352074,0.6827356219291687,0.008222956210374832,0.002504523377865553,0.0023034692276269197,0.010727477259933949,0.2781420946121216,0.9922285676002502,0.010687331669032574,0.0,0.06731874495744705,0.00020105400471948087,0.0002627653593663126
53,0.0018119479063898325,0.008088994771242142,0.013124991208314896,0.6229320168495178,0.007468474563211203,0.002501829294487834,0.002256648847833276,0.009970308281481266,0.3021906316280365,0.9784980416297913,0.011149264872074127,0.0,0.061963506042957306,0.001842169906012714,0.008155789226293564,0.019062073901295662,0.5988664627075195,0.010452118702232838,0.0025974689051508904,0.0023137463722378016,0.013049590401351452,0.3096340000629425,0.9784980416297913,0.01129261776804924,0.0,0.061811789870262146,0.00028372270753607154,0.0002451835898682475
54,0.001789389061741531,0.008243339136242867,0.012807415798306465,0.623023271560669,0.00729840574786067,0.0025241917464882135,0.0022778864949941635,0.009822589345276356,0.3150816559791565,0.9667899012565613,0.011303283274173737,0.0,0.061729587614536285,0.00172855902928859,0.00819307193160057,0.01493659894913435,0.6173111796379089,0.008332579396665096,0.002434711903333664,0.00221425062045455,0.010767292231321335,0.3171302378177643,0.9667899012565613,0.01142764650285244,0.0,0.06186029687523842,0.00022046147205401212,0.00024630644475109875
